Rank,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact Factor,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
915,EUR RADIOL,0938-7994,13516,4.014,3.735,0.56,377,6.1,0.03398,1.239
916,J CELL MOL MED,1582-4934,8194,4.014,4.199,0.806,232,4.9,0.0234,1.109
917,J CLIN PERIODONTOL,0303-6979,10735,4.01,4.307,0.633,147,9.3,0.01337,1.14
918,J PAIN,1526-5900,6283,4.01,4.577,1.061,115,5.6,0.01901,1.629
919,INT J NEUROPSYCHOPH,1461-1457,4959,4.009,4.533,0.977,175,4.6,0.01369,1.27
920,J IMMUNOTHER,1524-9557,2767,4.008,3.478,0.673,52,6,0.00631,1.013
921,IEEE COMMUN MAG,0163-6804,8560,4.007,4.756,0.901,232,5.3,0.03842,2.423
922,FEBS J,1742-464X,14865,4.001,4.068,0.766,380,4.9,0.04833,1.34
923,FRONT AGING NEUROSCI,1663-4365,1127,4,4.725,0.586,302,2.1,0.00446,1.401
924,TARGET ONCOL,1776-2596,562,4,3.531,0.6,40,3,0.00245,1.046
925,ATHEROSCLEROSIS,0021-9150,20913,3.994,4.013,0.869,489,5.9,0.04696,1.166
926,J CLIN MICROBIOL,0095-1137,54211,3.993,4.068,0.83,748,9.7,0.07285,1.173
927,AGRON SUSTAIN DEV,1774-0746,1605,3.992,4.369,0.485,68,4.4,0.00526,1.184
928,CURR OPIN CLIN NUTR,1363-1950,3923,3.989,4.385,1.105,76,5.7,0.00919,1.263
929,FRONT MICROBIOL,1664-302X,4870,3.989,4.17,0.698,650,2.4,0.02303,1.369
930,BMJ QUAL SAF,2044-5415,1740,3.988,3.806,1.468,124,2.5,0.00879,1.357
931,HIV MED,1464-2662,2498,3.988,3.389,1.282,78,4.8,0.00802,1.189
932,INT J LIFE CYCLE ASS,0948-3349,4256,3.988,4.378,0.581,155,5.8,0.00849,1.121
933,BMC GENOMICS,1471-2164,25105,3.986,4.36,0.512,1234,4.3,0.0866,1.345
934,AM J RESP CELL MOL,1044-1549,11279,3.985,4.416,1.091,197,7.7,0.0243,1.55
935,MED SCI SPORT EXER,0195-9131,28651,3.983,5.38,0.864,273,>10.0,0.03674,1.611
936,TOXICOL RES-UK,2045-452X,248,3.983,3.983,0.26,50,2.1,0.00069,0.732
937,ALZHEIMERS RES THER,1758-9193,676,3.979,4.364,0.765,68,2.5,0.0033,1.449
938,BIOGEOSCIENCES,1726-4170,9204,3.978,4.668,0.651,467,3.6,0.04418,1.729
939,NEUROREHAB NEURAL RE,1545-9683,3533,3.976,4.626,0.787,89,5,0.01091,1.402
940,BONE,8756-3282,18954,3.973,4.312,0.774,310,7.5,0.03567,1.332
941,BIOPHYS J,0006-3495,53673,3.972,3.874,0.924,577,9.6,0.08603,1.537
942,J PHARMACOL EXP THER,0022-3565,33146,3.972,3.819,0.833,246,>10.0,0.03434,1.13
943,PARKINSONISM RELAT D,1353-8020,4893,3.972,3.885,0.955,242,4.3,0.01494,1.133
944,CURR OPIN HEMATOL,1065-6251,2591,3.97,3.578,0.685,73,6,0.00801,1.446
945,INT J BIO-INSPIR COM,1758-0366,467,3.969,2.778,0.032,31,2.9,0.00099,0.372
946,DYES PIGMENTS,0143-7208,9981,3.966,3.7,1.042,360,5.8,0.0128,0.629
947,GLOBAL BIOGEOCHEM CY,0886-6236,11447,3.965,5.373,0.688,93,>10.0,0.01895,2.372
948,LUNG CANCER,0169-5002,9003,3.958,3.684,0.786,252,5.4,0.02152,1.036
949,J PSYCHIATR RES,0022-3956,11803,3.957,4.542,0.796,226,7.9,0.02273,1.418
950,ONCOGENESIS,2157-9024,363,3.952,3.952,0.638,47,1.7,0.00183,1.387
951,FRONT PLANT SCI,1664-462X,4004,3.948,3.99,0.773,639,1.8,0.01631,1.168
952,INT J GREENH GAS CON,1750-5836,5416,3.946,4.727,0.504,256,3.5,0.01705,1.189
953,MOL PLANT MICROBE IN,0894-0282,9794,3.944,4.414,0.788,118,8.2,0.01427,1.24
954,ECOSYSTEMS,1432-9840,7135,3.943,4.572,0.673,104,8,0.01321,1.684
955,APPL CATAL A-GEN,0926-860X,34226,3.942,4.402,0.914,595,8.3,0.0382,0.882
956,CURR OPIN PSYCHIATR,0951-7367,2774,3.942,3.56,0.811,74,5.6,0.0072,1.117
957,CANCER IMMUNOL IMMUN,0340-7004,5954,3.941,3.729,1.139,115,5.2,0.015,1.061
958,BREAST CANCER RES TR,0167-6806,16714,3.94,4.009,0.724,395,4.7,0.05361,1.315
959,CIRC J,1346-9843,8235,3.94,3.198,0.818,319,4.2,0.02179,0.806
960,ANTIVIR RES,0166-3542,6290,3.938,3.788,0.851,195,5,0.0157,1.098
961,JAMA SURG,2168-6254,785,3.936,3.936,1.277,155,1.3,0.00371,1.665
962,PLANT GENOME-US,1940-3372,578,3.933,4.421,0.407,27,3.7,0.00204,1.199
963,SOIL BIOL BIOCHEM,0038-0717,26276,3.932,4.953,0.717,367,9.2,0.03439,1.377
964,CLIN GENET,0009-9163,5909,3.931,3.589,0.861,158,7,0.01509,1.358
965,CLIN NUCL MED,0363-9762,3237,3.931,3.504,0.827,104,5.2,0.00618,0.8
966,CNS NEUROSCI THER,1755-5930,1745,3.931,4,0.773,110,2.8,0.00628,1.03
967,ANN SURG ONCOL,1068-9265,19490,3.93,4.532,0.717,629,4.9,0.05779,1.424
968,J TRANSL MED,1479-5876,5204,3.93,4.126,0.503,346,3.2,0.01828,1.138
969,NUCL PHYS B,0550-3213,36965,3.929,3.143,1.654,286,>10.0,0.03316,1.296
970,NEUROPATH APPL NEURO,0305-1846,2792,3.927,4.183,1.393,61,7.8,0.00521,1.305
971,SEMIN ARTHRITIS RHEU,0049-0172,3817,3.925,4.44,0.83,100,7.7,0.00794,1.426
972,THER ADV GASTROENTER,1756-283X,575,3.925,,0.826,23,3,0.00224,
973,REV AQUACULT,1753-5123,355,3.923,4.481,0.471,17,3.5,0.00171,1.399
974,SCHIZOPHR RES,0920-9964,17683,3.923,4.644,0.668,391,6.6,0.03329,1.271
975,RICE,1939-8425,485,3.919,3.661,0.125,32,3,0.00213,1.133
976,J R SOC INTERFACE,1742-5689,7717,3.917,4.65,0.68,344,4.4,0.0309,1.699
977,MOL PHYLOGENET EVOL,1055-7903,15916,3.916,4.064,0.958,308,6.8,0.03404,1.321
978,NUTR RES REV,0954-4224,1433,3.912,6.374,0.636,22,8.3,0.00288,1.986
979,J VIRAL HEPATITIS,1352-0504,4742,3.909,3.753,1.178,135,5.1,0.01276,1.15
980,EPIDEMIOL PSYCH SCI,2045-7960,339,3.907,3.628,0.742,31,2.5,0.00132,0.968
981,AM J MED GENET C,1552-4868,1373,3.906,3.59,1.167,36,5.9,0.00409,1.404
982,ENVIRON RES LETT,1748-9326,4998,3.906,4.419,0.563,327,3.1,0.02683,1.825
983,J CLIN LIPIDOL,1933-2874,1155,3.904,3.51,1.164,67,3.2,0.00434,1.045
984,SEMIN ONCOL,0093-7754,4967,3.898,3.678,0.469,81,>10.0,0.00731,1.244
985,EVOL APPL,1752-4571,1976,3.896,4.556,2.011,89,3.4,0.00903,1.824
986,METABOLISM,0026-0495,11256,3.894,3.069,1.174,172,9.3,0.01542,0.829
987,ADV AGRON,0065-2113,3475,3.893,6.758,0.903,31,>10.0,0.00438,2.148
988,CATAL TODAY,0920-5861,28069,3.893,4.03,1.002,431,7.9,0.03734,0.899
989,CLIN ORAL IMPLAN RES,0905-7161,11275,3.889,4.735,0.647,224,7,0.01822,1.186
990,CURR ALZHEIMER RES,1567-2050,2813,3.889,3.933,0.558,104,4.3,0.00779,1.055
991,ECONOMETRICA,0012-9682,24175,3.889,5.758,1.197,66,>10.0,0.05494,10.855
992,J PROTEOMICS,1874-3919,6376,3.888,4.029,0.924,330,2.8,0.0237,1.017
993,ANN MED,0785-3890,3881,3.886,4.17,0.692,78,8,0.00803,1.449
994,PURINERG SIGNAL,1573-9538,1276,3.886,3.552,0.651,43,5,0.00393,1.106
995,BRIT J CLIN PHARMACO,0306-5251,10571,3.878,3.834,0.894,226,8.9,0.01694,1.145
996,ENDOCRINE,1355-008X,3687,3.878,2.842,0.749,251,4.4,0.00766,0.674
997,SEMIN THROMB HEMOST,0094-6176,3607,3.876,3.573,2.32,97,5.7,0.00716,0.965
998,J NUTR,0022-3166,34037,3.875,4.445,0.691,269,>10.0,0.03483,1.366
999,PSYCHOPHARMACOLOGY,0033-3158,24703,3.875,3.974,0.952,399,9.5,0.03265,1.13
1000,HARMFUL ALGAE,1568-9883,3439,3.874,3.765,0.879,140,5.4,0.00667,0.871
1001,INT J PARASITOL,0020-7519,9454,3.872,3.601,0.832,113,9.7,0.01327,1.135
1002,AM J OPHTHALMOL,0002-9394,20393,3.871,4.225,0.938,323,9.8,0.02772,1.336
1003,GEOL SOC AM BULL,0016-7606,15227,3.87,4.634,1.231,91,>10.0,0.01677,1.845
1004,CURR OPIN NEPHROL HY,1062-4821,2971,3.862,3.682,0.489,90,5.7,0.00784,1.196
1005,ANNU REV ANIM BIOSCI,2165-8102,114,3.857,3.857,1.32,25,1.2,0.00034,1.004
1006,CANCER IMMUNOL RES,2326-6066,361,3.857,3.857,1.331,127,1,0.00115,1.48
1007,METABOLOMICS,1573-3882,2217,3.855,3.995,0.694,108,3.5,0.00663,1.074
1008,TOXICOL SCI,1096-6080,15401,3.854,4.535,0.773,247,7.1,0.0268,1.236
1009,CURR MED CHEM,0929-8673,14629,3.853,4.115,0.852,297,5.8,0.02856,1.004
1010,ULTRASOUND OBST GYN,0960-7692,9248,3.853,3.584,0.887,186,7.1,0.01839,1.126
1011,MACROMOL BIOSCI,1616-5187,5749,3.851,4.012,0.596,166,5.3,0.01149,0.923
1012,ANN THORAC SURG,0003-4975,32052,3.849,4.104,0.811,586,8.6,0.06305,1.539
1013,SURV OPHTHALMOL,0039-6257,4277,3.849,3.712,0.357,56,>10.0,0.00412,1.203
1014,J CLEAN PROD,0959-6526,11854,3.844,4.167,0.893,801,4.4,0.02003,0.777
1015,BRAIN PATHOL,1015-6305,3976,3.84,3.71,1.029,70,7.2,0.00814,1.236
1016,MOL CELL NEUROSCI,1044-7431,6956,3.84,3.63,0.405,79,8.4,0.01239,1.311
1017,RSC ADV,2046-2069,25597,3.84,3.907,0.597,8426,1.7,0.06242,0.746
1018,J CELL PHYSIOL,0021-9541,17272,3.839,3.751,1.224,228,7.3,0.03075,1.088
1019,AM J PHYSIOL-HEART C,0363-6135,31933,3.838,3.881,0.765,357,9.1,0.04205,1.19
1020,BBA-BIOMEMBRANES,0005-2736,14340,3.836,3.881,1.006,325,7,0.02995,1.256
1021,ALTERN MED REV,1089-5159,1457,3.833,6.55,0,0,9.9,0.00144,1.504
1022,DEV COGN NEUROS-NETH,1878-9293,759,3.833,4.582,0.625,56,2.7,0.00421,1.675
1023,INT J STROKE,1747-4930,1875,3.833,3.526,0.601,193,3,0.00901,1.347
1024,AM NAT,0003-0147,27149,3.832,4.959,0.905,169,>10.0,0.03138,2.248
1025,BIOMATER SCI-UK,2047-4830,593,3.831,3.831,0.844,167,1.3,0.00153,0.812
1026,J POLYM SCI POL PHYS,0887-6266,13161,3.83,2.99,0.848,164,>10.0,0.01335,0.807
1027,INT J HYG ENVIR HEAL,1438-4639,2895,3.829,4.126,1.105,105,5.5,0.0064,1.104
1028,TRANSPLANTATION,0041-1337,24021,3.828,3.604,0.713,376,9.4,0.03823,1.187
1029,ORG ELECTRON,1566-1199,9341,3.827,3.971,0.793,498,3.5,0.02666,0.918
1030,EUR J CELL BIOL,0171-9335,4241,3.825,3.65,0.42,50,8.4,0.00851,1.249
1031,GEOBIOLOGY,1472-4677,1596,3.825,4.647,0.632,38,5.5,0.00571,1.887
1032,GENET SEL EVOL,0999-193X,1928,3.821,4.404,0.574,68,5.8,0.00412,1.159
1033,NANOTECHNOLOGY,0957-4484,39246,3.821,3.885,0.678,764,5.5,0.09126,1.04
1034,J OPER MANAG,0272-6963,5943,3.818,7.692,0.353,34,8.7,0.00735,2.331
1035,TRANSPLANT REV-ORLAN,0955-470X,522,3.816,,0.615,26,3.9,0.00191,
1036,BMC PLANT BIOL,1471-2229,6963,3.813,4.714,0.458,371,4.3,0.02113,1.211
1037,INT J COMPUT VISION,0920-5691,10650,3.81,4.651,0.529,85,>10.0,0.019,2.573
1038,PROTEOMICS,1615-9853,15886,3.807,3.823,0.793,261,6.3,0.03329,1.088
1039,HEREDITY,0018-067X,9440,3.805,4.163,1.252,131,>10.0,0.01508,1.501
1040,FRONT PHARMACOL,1663-9812,1946,3.802,3.798,0.975,237,2.3,0.00769,1.073
1041,J STAT SOFTW,1548-7660,5407,3.801,8.309,0.533,90,5.3,0.02565,4.697
1042,AAPS J,1550-7416,3608,3.799,4.911,0.777,130,5.3,0.00797,1.201
1043,AM J HEMATOL,0361-8609,6807,3.798,3.863,1.09,188,6,0.01937,1.461
1044,AM J PHYSIOL-GASTR L,0193-1857,14354,3.798,3.865,0.559,229,8,0.02471,1.223
1045,J NAT PROD,0163-3864,21104,3.798,3.395,0.709,381,9.4,0.02351,0.784
1046,J NEUROPATH EXP NEUR,0022-3069,7949,3.797,4.152,0.549,91,>10.0,0.01091,1.385
1047,CURR HIV-AIDS REP,1548-3568,996,3.795,,0.58,50,4,0.00415,
1048,IMMUNOLOGY,0019-2805,9019,3.795,3.362,1.016,182,9.4,0.01497,1.141
1049,J NUTR BIOCHEM,0955-2863,6900,3.794,3.989,0.953,150,5.5,0.01339,0.954
1050,LIMNOL OCEANOGR,0024-3590,25599,3.794,4.372,0.575,167,>10.0,0.02476,1.637
1051,REV ESP CARDIOL,0300-8932,2376,3.792,2.636,1.392,79,4.4,0.00497,0.582
1052,J PEDIATR-US,0022-3476,25181,3.79,4.152,0.833,408,>10.0,0.0438,1.545
1053,THEOR APPL GENET,0040-5752,20524,3.79,3.986,0.749,203,>10.0,0.01886,0.928
1054,AIDS REV,1139-6121,731,3.787,3.593,0.238,21,5.6,0.00195,1.133
1055,HEART FAIL REV,1382-4147,1712,3.787,3.571,0.985,67,4.6,0.00493,1.164
1056,AM J PHYSIOL-ENDOC M,0193-1849,19402,3.785,4.614,0.815,248,7.9,0.03427,1.532
1057,AM J PHYSIOL-CELL PH,0363-6143,17651,3.78,3.914,1.028,211,8.2,0.02776,1.245
1058,J ATTEN DISORD,1087-0547,1883,3.779,3.327,0.671,70,5.1,0.00533,1.024
1059,PROG QUANT ELECTRON,0079-6727,912,3.778,7.553,2.333,6,>10.0,0.00159,2.621
1060,GYNECOL ONCOL,0090-8258,19159,3.774,3.843,0.797,408,7.2,0.03311,1.064
1061,TRANSPORTMETRICA,1812-8602,328,3.773,2.684,,0,4.6,0.00093,0.767
1062,DENT MATER,0109-5641,9743,3.769,4.433,0.511,186,6.8,0.01336,0.943
1063,EUROINTERVENTION,1774-024X,3322,3.769,3.329,1.441,161,3.1,0.01601,1.317
1064,AGR FOREST METEOROL,0168-1923,12491,3.762,4.318,0.715,186,9.1,0.02032,1.39
1065,BIOL CONSERV,0006-3207,21429,3.762,4.697,0.672,305,7.9,0.04415,1.686
1066,EXP DERMATOL,0906-6705,4919,3.762,3.459,0.604,255,4.8,0.01157,0.887
1067,RHINOLOGY,0300-0729,1975,3.761,2.331,0.529,68,7,0.00353,0.601
1068,INT J METH PSYCH RES,1049-8931,2122,3.759,4.022,1.227,44,9.9,0.00329,1.529
1069,DESALINATION,0011-9164,24618,3.756,3.778,0.495,418,5.9,0.0415,0.795
1070,INTEGR BIOL-UK,1757-9694,2177,3.756,4.309,0.696,102,3,0.01166,1.501
1071,HUM GENE THER,1043-0342,5460,3.755,3.413,1.023,86,8.4,0.00991,1.038
1072,CEREBROVASC DIS,1015-9770,5770,3.754,3.451,0.371,105,6.3,0.01489,1.201
1073,ARTHRITIS RES THER,1478-6354,10907,3.753,4.658,0.653,274,5.2,0.02935,1.366
1074,DIS COLON RECTUM,0012-3706,13256,3.749,3.685,0.481,189,9.8,0.01911,1.165
1075,CONTACT DERMATITIS,0105-1873,5249,3.747,3.492,1.13,77,>10.0,0.00431,0.652
1076,MOL HUM REPROD,1360-9947,5078,3.747,3.956,0.766,111,8.9,0.00804,1.231
1077,OBES SURG,0960-8923,9098,3.747,3.435,0.559,263,6,0.01661,0.822
1078,FUTURE MED CHEM,1756-8919,2097,3.744,3.789,0.574,108,3.2,0.009,1.055
1079,REV ENVIRON CONTAM T,0179-5953,1465,3.744,4.777,1.303,33,7.9,0.00197,1.2
1080,EXPERT OPIN BIOL TH,1471-2598,3736,3.743,3.222,0.738,141,4.6,0.01038,0.916
1081,MICROCHIM ACTA,0026-3672,5538,3.741,3.198,0.664,217,4.8,0.0087,0.531
1082,J CHEM INF MODEL,1549-9596,11653,3.738,3.916,0.724,308,6.4,0.01958,0.908
1083,PALEOCEANOGRAPHY,0883-8305,6835,3.738,4.083,0.58,81,>10.0,0.01243,2.157
1084,J NEUROSURG,0022-3085,29516,3.737,3.573,0.634,374,>10.0,0.0331,1.125
1085,PHYS REV B,1098-0121,321692,3.736,3.583,0.93,4793,9.6,0.59893,1.33
1086,OBESITY,1930-7381,13746,3.734,4.377,0.824,376,5.1,0.04254,1.442
1087,J HUM EVOL,0047-2484,6663,3.733,4.111,0.946,112,8.9,0.01141,1.479
1088,PHYS REV C,0556-2813,43656,3.733,3.439,0.99,1052,7,0.07185,0.842
1089,INFECT IMMUN,0019-9567,48987,3.731,3.891,0.891,506,>10.0,0.05041,1.249
1090,J SYST PALAEONTOL,1477-2019,760,3.727,3.353,1.154,39,4.3,0.00265,1.251
1091,STEM CELLS DEV,1547-3287,6061,3.727,4.055,0.881,269,3.7,0.01909,1.069
1092,ARAB J CHEM,1878-5352,945,3.725,3.39,0.418,146,2.8,0.00233,0.594
1093,J APPL CRYSTALLOGR,0021-8898,21349,3.72,4.76,0.624,250,>10.0,0.02428,1.685
1094,FRONT CELL INFECT MI,2235-2988,1122,3.719,3.704,0.677,158,2.1,0.00505,1.157
1095,GASTRIC CANCER,1436-3291,2566,3.719,4.692,1.287,94,4.8,0.00507,1.154
1096,J ENDOCRINOL,0022-0795,10380,3.718,3.896,0.933,178,9.8,0.01268,1.147
1097,J NEUROTRAUM,0897-7151,10198,3.714,4.056,0.867,196,6.9,0.02055,1.17
1098,MOL ECOL RESOUR,1755-098X,6378,3.712,4.99,1.63,127,4.5,0.02563,1.646
1099,CAN J CARDIOL,0828-282X,3816,3.711,3.549,0.872,234,4,0.01255,1.24
1100,J VEG SCI,1100-9233,6898,3.709,3.752,0.881,134,>10.0,0.00997,1.202
1101,J PHYSIOTHER,1836-9553,326,3.708,3.337,0.083,24,2.8,0.00174,1.152
1102,TOXICOL APPL PHARM,0041-008X,17261,3.705,4.069,0.612,304,7.9,0.02528,1.008
1103,CATAL COMMUN,1566-7367,12126,3.699,3.704,0.836,403,5.4,0.01998,0.705
1104,CRIT REV IMMUNOL,1040-8401,1131,3.698,3.52,0.296,27,8.2,0.00252,1.246
1105,BIOMED MATER,1748-6041,2118,3.697,3.281,0.447,76,4.8,0.00496,0.718
1106,INT J ANDROL,0105-6263,3118,3.695,3.265,,0,6.9,0.00592,0.957
1107,STEM CELL RES,1873-5061,1471,3.693,4.157,0.661,127,3,0.00625,1.282
1108,CRIT REV CL LAB SCI,1040-8363,1239,3.692,5.547,0.75,24,9.4,0.00169,1.661
1109,PROG NEURO-PSYCHOPH,0278-5846,8909,3.689,3.797,1.344,186,5.9,0.01805,1.001
1110,WIRES DEV BIOL,1759-7684,408,3.689,3.689,0.607,28,2,0.002,1.187
1111,APOPTOSIS,1360-8185,5386,3.685,3.948,0.889,144,6.5,0.00997,1.042
1112,INFORM FUSION,1566-2535,1402,3.681,3.459,1.493,75,6.4,0.00191,0.764
1113,POLYMERS-BASEL,2073-4360,1242,3.681,3.904,0.371,159,3.1,0.00441,0.914
1114,ARCH COMPUT METHOD E,1134-3060,798,3.68,5.485,0.286,14,6.4,0.00306,2.913
1115,MUTAT RES-FUND MOL M,0027-5107,8024,3.68,3.521,0.33,94,9.6,0.01055,1.099
1116,NEUROMOL MED,1535-1084,1519,3.678,4.312,0.857,70,5.2,0.00385,1.278
1117,LAB INVEST,0023-6837,10077,3.676,4.041,0.858,120,>10.0,0.01352,1.238
1118,CLIN TOXICOL,1556-3650,2511,3.673,3.156,0.542,107,4.1,0.00805,0.916
1119,CLIN IMMUNOL,1521-6616,6929,3.672,3.554,0.558,129,7.2,0.01423,1.2
1120,BRIEF FUNCT GENOMICS,2041-2649,1241,3.67,3.565,0.929,42,4.5,0.00426,1.201
1121,EUROPACE,1099-5129,5716,3.67,2.83,1.113,238,4,0.02247,1.014
1122,APPL ENVIRON MICROB,0099-2240,91772,3.668,4.359,0.711,821,>10.0,0.10906,1.289
1123,DIVERS DISTRIB,1366-9516,5279,3.667,5.355,0.6,120,5.5,0.01635,1.928
1124,PROG PART NUCL PHYS,0146-6410,2650,3.662,2.848,5.5,18,7.3,0.00762,1.395
1125,GENES BRAIN BEHAV,1601-1848,3417,3.661,3.662,0.976,82,5.7,0.00875,1.154
1126,CLIN LIVER DIS,1089-3261,1764,3.66,3.038,0.627,59,6.8,0.00341,0.901
1127,BRIT MED BULL,0007-1420,3502,3.658,4.42,0.194,36,>10.0,0.00494,1.499
1128,LEARN MEMORY,1072-0502,6020,3.657,4.623,0.593,86,7.6,0.01122,1.573
1129,FRONT NEUROSCI-SWITZ,1662-453X,3010,3.656,,0.508,378,2.7,0.01478,
1130,IEEE T SUSTAIN ENERG,1949-3029,1329,3.656,4.379,0.371,151,2.6,0.00667,1.444
1131,TREE PHYSIOL,0829-318X,8740,3.655,3.787,0.694,111,9.3,0.01099,1.072
1132,ANN BOT-LONDON,0305-7364,17224,3.654,4.338,1.212,241,8.9,0.02603,1.326
1133,GEOSCI MODEL DEV,1991-959X,1805,3.654,5.212,0.43,165,3.1,0.01241,2.362
1134,IEEE T EVOLUT COMPUT,1089-778X,6769,3.654,6.29,0.586,58,>10.0,0.00831,1.871
1135,MED IMAGE ANAL,1361-8415,4058,3.654,4.454,0.647,102,6.5,0.00848,1.316
1136,MOL PAIN,1744-8069,2709,3.654,4.325,0.703,74,4.6,0.01033,1.506
1137,NEUROBIOL LEARN MEM,1074-7427,5453,3.652,3.914,0.892,185,6.3,0.01217,1.245
1138,INT J PHARMACEUT,0378-5173,34485,3.65,4.011,0.534,742,7.3,0.04123,0.773
1139,BIOMED OPT EXPRESS,2156-7085,3804,3.648,3.752,0.656,346,2.8,0.01636,1.082
1140,J HYDROMETEOROL,1525-755X,6182,3.645,4.22,0.559,152,7.4,0.0146,1.711
1141,METHODS,1046-2023,14080,3.645,3.851,1.516,246,>10.0,0.01949,1.515
1142,AGE AGEING,0002-0729,7912,3.642,4.394,0.865,141,8.1,0.0142,1.373
1143,PROG HISTOCHEM CYTO,0079-6336,372,3.636,5.4,0.5,2,7.8,0.00059,1.472
1144,VASC PHARMACOL,1537-1891,1921,3.635,2.974,0.557,70,6,0.00405,0.824
1145,PERIODONTOL 2000,0906-6713,3004,3.632,4.289,1.789,38,8.9,0.00384,1.244
1146,CELL BIOSCI,2045-3701,458,3.63,3.443,0.536,69,2.4,0.00204,1.05
1147,J STEROID BIOCHEM,0960-0760,8602,3.628,3.512,0.755,212,9.1,0.01269,0.975
1148,DISCOV MED,1539-6509,1459,3.626,,0.358,67,3.4,0.00685,
1149,IEEE T IMAGE PROCESS,1057-7149,18836,3.625,4.482,0.438,404,7.7,0.04042,1.581
1150,VACCINE,0264-410X,35325,3.624,3.338,0.754,999,5.5,0.08334,0.939
1151,COMMUN ACM,0001-0782,11320,3.621,3.609,0.333,90,>10.0,0.02026,1.998
1152,CURR MOL MED,1566-5240,3303,3.621,3.788,0.463,108,5.5,0.00825,1.107
1153,TOXICOLOGY,0300-483X,12583,3.621,3.81,0.543,140,8.5,0.01547,0.922
1154,NEUROSURGERY,0148-396X,28693,3.62,3.485,0.695,213,9.5,0.03957,1.09
1155,J MOL CATAL A-CHEM,1381-1169,19981,3.615,3.732,0.822,400,8.2,0.01818,0.713
1156,INT J MED MICROBIOL,1438-4221,3127,3.614,3.989,0.921,139,6.2,0.00652,1.17
1157,J ADOLESCENT HEALTH,1054-139X,10691,3.612,4.05,0.868,235,7.3,0.02377,1.45
1158,TUMOR BIOL,1010-4283,4979,3.611,3.404,0.568,1504,1.9,0.01005,0.638
1159,ORAL ONCOL,1368-8375,6441,3.607,3.692,0.886,166,5.7,0.01437,0.99
1160,PLANT SCI,0168-9452,11274,3.607,3.904,0.535,202,9.7,0.01464,1.042
1161,PERSPECT PLANT ECOL,1433-8319,1564,3.606,4.331,0.344,32,6.7,0.00411,1.744
1162,J MECH PHYS SOLIDS,0022-5096,13081,3.598,4.169,0.984,192,>10.0,0.0182,1.807
1163,J PSYCHOPHARMACOL,0269-8811,4902,3.593,3.338,0.717,127,5.3,0.01199,0.946
1164,PLASMA SOURCES SCI T,0963-0252,4902,3.591,3.08,0.882,187,6.3,0.01011,0.878
1165,HEALTH PSYCHOL,0278-6133,9083,3.59,4.686,0.58,188,9.8,0.0142,1.795
1166,AM J NEURORADIOL,0195-6108,19657,3.589,3.87,0.577,378,8.1,0.03609,1.267
1167,CLIN IMPLANT DENT R,1523-0899,2600,3.589,4.11,0.442,95,5.4,0.00675,1.267
1168,J COMPUT CHEM,0192-8651,28695,3.589,4.879,0.909,230,>10.0,0.03368,1.487
1169,NEUROGASTROENT MOTIL,1350-1925,5356,3.587,3.519,0.693,189,4.7,0.01452,0.981
1170,J GENET GENOMICS,1673-8527,1324,3.585,2.849,0.745,47,4,0.00468,0.854
1171,METALLOMICS,1756-5901,2373,3.585,3.98,0.856,209,2.9,0.00879,1.004
1172,ASTROPART PHYS,0927-6505,3202,3.584,3.103,1.273,66,5.9,0.0103,1.302
1173,NEURAL PLAST,2090-5904,1256,3.582,3.631,0.446,56,3.3,0.00425,1.247
1174,PROG CRYST GROWTH CH,0960-8974,805,3.579,5.088,0.143,7,9.7,0.00064,1.174
1175,NEPHROL DIAL TRANSPL,0931-0509,22479,3.577,3.457,1.096,332,6.6,0.04807,1.055
1176,CURR OPIN ALLERGY CL,1528-4050,2667,3.574,3.583,0.952,83,5.1,0.00737,1.072
1177,J FUNCT FOODS,1756-4646,1989,3.574,3.859,0.629,326,2.2,0.00425,0.579
1178,CELLULOSE,0969-0239,5929,3.573,4.285,0.655,388,4.6,0.00996,0.773
1179,MAGN RESON MED,0740-3194,26697,3.571,3.751,0.763,426,9.8,0.03841,1.212
1180,BONE MARROW TRANSPL,0268-3369,10530,3.57,3.379,0.801,211,8.6,0.01725,1.051
1181,COMPOS SCI TECHNOL,0266-3538,20504,3.569,4.479,0.658,316,7.7,0.02671,1.125
1182,FEMS MICROBIOL ECOL,0168-6496,11345,3.568,4.087,0.585,246,7.5,0.01952,1.173
1183,FRONT NEURAL CIRCUIT,1662-5110,1492,3.568,3.677,0.393,135,2,0.0092,1.542
1184,INT J POLYM MATER PO,0091-4037,1465,3.568,2.376,0.633,120,2.7,0.00119,0.172
1185,CELL TISSUE RES,0302-766X,10580,3.565,3.407,0.688,253,9.7,0.01562,0.988
1186,PROSTATE,0270-4137,7447,3.565,3.474,0.752,161,6.8,0.0137,0.942
1187,J ANAL APPL PYROL,0165-2370,7348,3.564,3.898,0.49,251,6.7,0.01119,0.846
1188,ORG BIOMOL CHEM,1477-0520,23798,3.562,3.382,0.966,1125,3.9,0.05848,0.808
1189,POLYMER,0032-3861,54164,3.562,3.91,0.726,797,9.4,0.05026,0.841
1190,J ENVIRON SCI HEAL C,1059-0501,564,3.56,4.935,0.5,14,5.8,0.00106,1.077
