Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact Factor,5-Year Impactor Factor,Immediacy Index,Articles,Cited Half-life,EigenfactorTM Score,Article InfluenceTM Score
1564,CELL MOL IMMUNOL,1672-7681,1255,2.992,,0.762,63,4.4,0.005,
1565,CELL MOL LIFE SCI,1420-682X,16807,6.57,6.534,1.017,301,5.2,0.06525,2.499
1566,CELL MOL NEUROBIOL,0272-4340,2684,1.969,2.326,0.356,135,5.9,0.007,0.668
1567,CELL MOTIL CYTOSKEL,0886-1544,2966,4.194,3.197,,0,8.9,0.00836,1.491
1568,CELL ONCOL,2211-3428,555,3.105,3.286,0.115,52,4.1,0.00261,1.016
1569,CELL PHYSIOL BIOCHEM,1015-8987,2386,2.857,2.835,0.317,205,3.7,0.00944,0.832
1570,CELL POLYM,0262-4893,208,0.355,0.65,0,17,>10.0,0.00038,0.256
1571,CELL PROLIFERAT,0960-7722,1499,2.521,2.673,0.431,72,4.6,0.00443,0.731
1572,CELL REPROGRAM,2152-4971,171,2.286,2.286,0.182,55,1.5,0.00075,0.587
1573,CELL RES,1001-0602,5318,8.19,7.889,2.788,113,3.5,0.02799,3.129
1574,CELL SIGNAL,0898-6568,7415,4.058,4.011,1.065,230,4.8,0.03093,1.478
1575,CELL STEM CELL,1934-5909,10145,25.421,27.494,6.646,96,2.7,0.10091,15.966
1576,CELL STRESS CHAPERON,1355-8145,1853,3.013,2.667,0.646,65,6.9,0.00385,0.736
1577,CELL STRUCT FUNCT,0386-7196,1080,2.292,2.731,0.348,23,>10.0,0.0018,1.254
1578,CELL TISSUE BANK,1389-9333,416,0.965,,0.244,45,4.6,0.00132,
1579,CELL TISSUE RES,0302-766X,9481,3.114,2.951,0.823,175,9.8,0.01841,1.001
1580,CELLS TISSUES ORGANS,1422-6405,1754,2.203,2.406,0.732,97,5.5,0.00483,0.731
1581,CELLULOSE,0969-0239,2720,3.6,3.685,0.364,143,5,0.00665,0.864
1582,CEM WAPNO BETON,1425-8129,43,0.183,,0.103,58,,0.00016,
1583,CEMENT CONCRETE COMP,0958-9465,3100,2.421,2.726,0.339,121,6.6,0.00971,1.081
1584,CEMENT CONCRETE RES,0008-8846,11593,2.781,3.282,0.46,139,9.2,0.018,1.084
1585,CENT EUR J BIOL,1895-104X,322,1,1.02,0.101,109,2.8,0.00126,0.225
1586,CENT EUR J CHEM,1895-1066,651,1.073,1.035,0.206,136,2.9,0.00244,0.258
1587,CENT EUR J IMMUNOL,1426-3912,74,0.317,,0.067,60,,0.00013,
1588,CENT EUR J MATH,1895-1074,171,0.44,,0.144,111,3,0.0018,
1589,CENT EUR J MED,1895-1058,120,0.312,,0.046,131,2.7,0.00045,
1590,CENT EUR J OPER RES,1435-246X,132,0.484,,0.111,36,4.6,0.00092,
1591,CENT EUR J PHYS,1895-1082,464,0.909,0.801,0.227,185,2.8,0.00221,0.268
1592,CENT EUR NEUROSURG,1868-4904,71,0.838,0.837,0.089,45,,0.00037,0.25
1593,CEPHALALGIA,0333-1024,6940,3.43,3.535,0.804,168,7.1,0.01249,0.84
1594,CERAM INT,0272-8842,5693,1.751,1.896,0.251,525,4.7,0.01635,0.533
1595,CERAM-SILIKATY,0862-5468,196,0.382,0.43,0,46,6.1,0.00053,0.129
1596,CEREAL CHEM,0009-0352,5855,1.452,1.574,0.22,91,>10.0,0.00367,0.372
1597,CEREAL FOOD WORLD,0146-6283,750,0.691,0.774,0.263,19,>10.0,0.0005,0.197
1598,CEREAL RES COMMUN,0133-3720,606,0.392,0.196,0.082,61,5.2,0.00127,0.041
1599,CEREB CORTEX,1047-3211,19105,6.544,7.058,1.623,260,5.8,0.07298,3
1600,CEREBELLUM,1473-4222,1242,3.207,3.597,0.629,70,3.8,0.00558,1.201
1601,CEREBROVASC DIS,1015-9770,4357,2.723,2.837,0.662,133,5.2,0.01523,0.989
1602,CERNE,0104-7760,242,0.283,,0,70,6.3,0.00055,
1603,CESK SLOV NEUROL N,1210-7859,125,0.279,0.183,0.077,91,3.4,0.00004,0.005
1604,CFI-CERAM FORUM INT,0173-9913,92,0.051,0.105,0,34,,0.00026,0.041
1605,CHALCOGENIDE LETT,1584-8663,275,0.834,,0.211,95,2.6,0.00083,
1606,CHANNELS,1933-6950,498,2.14,2.402,0.469,64,2.9,0.00358,1.005
1607,CHAOS,1054-1500,3985,2.076,2.051,0.633,196,5.9,0.01574,0.921
1608,CHAOS SOLITON FRACT,0960-0779,7839,1.222,1.414,0.143,126,5.3,0.02882,0.496
1609,CHELONIAN CONSERV BI,1071-8443,497,0.913,0.99,0.132,38,8.4,0.00112,0.295
1610,CHEM ANAL-WARSAW,0009-2223,498,0.52,0.608,,0,7.8,0.00071,0.118
1611,CHEM BIOCHEM ENG Q,0352-9568,344,0.689,0.622,0.094,53,5.6,0.00076,0.145
1612,CHEM BIODIVERS,1612-1872,2298,1.804,1.819,0.225,182,3.8,0.00818,0.46
1613,CHEM BIOL,1074-5521,9121,5.829,5.971,1.258,151,6.9,0.02761,2.436
1614,CHEM BIOL DRUG DES,1747-0277,1504,2.282,2.477,0.376,165,3.3,0.00688,0.645
1615,CHEM CENT J,1752-153X,292,3.281,3.033,0.209,86,3.2,0.00139,0.839
1616,CHEM COMMUN,1359-7345,105562,6.169,6.082,1.503,3408,5.5,0.24077,1.547
1617,CHEM ECOL,0275-7540,453,0.615,0.763,0.165,79,5.8,0.00118,0.218
1618,CHEM EDUC RES PRACT,1109-4028,299,0.855,,0.085,47,4.6,0.00075,
1619,CHEM ENG COMMUN,0098-6445,1635,0.946,0.811,0.11,91,>10.0,0.00216,0.211
1620,CHEM ENG J,1385-8947,14238,3.461,3.681,0.55,1186,3.5,0.03925,0.819
1621,CHEM ENG NEWS,0009-2347,1310,0.29,0.234,0.15,408,7.2,0.00323,0.082
1622,CHEM ENG PROCESS,0255-2701,3522,1.924,2.167,0.236,161,5.3,0.00954,0.59
1623,CHEM ENG PROG,0360-7275,1485,0.652,0.633,0.234,47,>10.0,0.00277,0.565
1624,CHEM ENG RES DES,0263-8762,4214,1.968,2.028,0.247,283,8.3,0.00812,0.566
1625,CHEM ENG SCI,0009-2509,24647,2.431,2.601,0.366,599,9.4,0.03956,0.703
1626,CHEM ENG TECHNOL,0930-7516,3278,1.598,1.61,0.243,243,5.3,0.0077,0.387
1627,CHEM ENG-NEW YORK,0009-2460,243,0.136,0.125,0.033,60,>10.0,0.00911,1.584
1628,CHEM ERDE-GEOCHEM,0009-2819,497,1.447,1.671,0.129,31,6.2,0.00216,0.84
1629,CHEM GEOL,0009-2541,17392,3.518,4.063,0.665,239,9.4,0.03951,1.708
1630,CHEM HETEROCYCL COM+,0009-3122,1989,0.725,,0.06,167,>10.0,0.002,
1631,CHEM IMMUNOL,1015-0145,209,,,,0,>10.0,0,
1632,CHEM IND CHEM ENG Q,1451-9372,96,0.61,,0.051,59,,0.00032,
1633,CHEM IND-LONDON,0009-3068,989,0.12,0.11,0.081,62,>10.0,0.00024,0.03
1634,CHEM J CHINESE U,0251-0790,2564,0.619,0.511,0.116,501,5.4,0.00243,0.049
1635,CHEM LETT,0366-7022,14795,1.587,1.433,0.361,515,9,0.02173,0.382
1636,CHEM LISTY,0009-2770,609,0.529,0.569,0.138,189,5.3,0.00085,0.082
1637,CHEM MATER,0897-4756,69926,7.286,6.949,1.637,673,6.4,0.15823,1.91
1638,CHEM NAT COMPD+,0009-3130,1728,1.029,0.871,0.041,317,7.7,0.00227,0.15
1639,CHEM PAP,0366-6352,800,1.096,1.025,0.167,120,4.5,0.0018,0.204
1640,CHEM PHARM BULL,0009-2363,13531,1.592,1.679,0.212,283,>10.0,0.0111,0.358
1641,CHEM PHYS,0301-0104,13382,1.896,1.976,0.608,171,>10.0,0.0235,0.641
1642,CHEM PHYS CARBON,0069-3138,280,,3.75,,,>10.0,0.00007,0.941
1643,CHEM PHYS LETT,0009-2614,55511,2.337,2.215,0.45,1010,>10.0,0.07803,0.694
1644,CHEM PHYS LIPIDS,0009-3084,3724,2.571,2.549,0.319,94,>10.0,0.0056,0.76
1645,CHEM PROCESS ENG-INZ,0208-6425,157,0.378,0.219,0.029,35,5.4,0.00033,0.047
1646,CHEM REC,1527-8999,1256,4.377,4.161,0.318,22,6,0.0032,1.169
1647,CHEM RES CHINESE U,1005-9040,545,0.379,0.43,0.047,234,4,0.00109,0.065
1648,CHEM RES TOXICOL,0893-228X,10444,3.779,3.969,0.689,219,7,0.02114,1.039
1649,CHEM REV,0009-2665,103702,40.197,42.054,7.158,196,7.9,0.21464,13.305
1650,CHEM SCI,2041-6520,1697,7.525,7.545,2.848,328,0.9,0.00453,2.489
1651,CHEM SENSES,0379-864X,3448,2.599,2.842,1.101,69,7.8,0.0076,1.039
1652,CHEM SOC REV,0306-0012,35918,28.76,28.098,5.471,314,3.2,0.1367,8.069
1653,CHEM SPEC BIOAVAILAB,0954-2299,177,0.397,0.5,0.033,30,9.3,0.00019,0.09
1654,CHEM TECH FUELS OIL+,0009-3092,210,0.128,0.121,0.079,76,>10.0,0.00032,0.042
1655,CHEM UNSERER ZEIT,0009-2851,198,0.517,0.43,0.462,26,7.7,0.00018,0.066
1656,CHEM VAPOR DEPOS,0948-1907,1203,1.796,1.851,0.3,50,6,0.00337,0.581
1657,CHEM WORLD-UK,1473-7604,48,0.159,0.095,0.094,32,,0.00029,0.035
1658,CHEM-ASIAN J,1861-4728,4472,4.5,4.461,1.045,377,2.7,0.02083,1.243
1659,CHEM-BIOL INTERACT,0009-2797,6748,2.865,3.06,0.476,189,5.7,0.01528,0.731
1660,CHEM-EUR J,0947-6539,54127,5.925,5.866,1.294,1697,3.9,0.1688,1.527
1661,CHEM-ING-TECH,0009-286X,1247,0.589,0.479,0.234,209,9,0.0017,0.106
1662,CHEMBIOCHEM,1439-4227,9059,3.944,3.719,0.819,337,4.3,0.03418,1.204
1663,CHEMCATCHEM,1867-3880,1502,5.207,5.207,1.049,224,1.6,0.00601,1.352
1664,CHEMIJA,0235-7216,153,0.586,,0.056,36,5,0.00029,
1665,CHEMMEDCHEM,1860-7179,3364,3.151,3.445,0.765,226,3.3,0.01448,0.853
1666,CHEMOECOLOGY,0937-7409,730,1.556,1.924,0.148,27,7.7,0.00174,0.658
1667,CHEMOMETR INTELL LAB,0169-7439,4494,1.92,2.295,0.35,137,9.9,0.0063,0.592
1668,CHEMOSENS PERCEPT,1936-5802,125,1.643,1.64,0.048,21,2.8,0.00076,0.551
1669,CHEMOSPHERE,0045-6535,35587,3.206,3.613,0.419,918,6,0.07948,0.898
1670,CHEMOTHERAPY,0009-3157,1423,1.816,1.786,0.254,63,6.8,0.00218,0.343
1671,CHEMPHYSCHEM,1439-4235,10354,3.412,3.553,0.71,410,4.5,0.04139,1.187
1672,CHEMSUSCHEM,1864-5631,3040,6.827,7.171,1.114,201,2.4,0.01339,1.864
1673,CHEST,0012-3692,41594,5.25,6.224,1.332,365,8.1,0.08875,2.157
1674,CHIANG MAI J SCI,0125-2526,116,0.473,,0.054,74,3.4,0.00033,
1675,CHIL J AGR RES,0718-5820,104,0.447,0.5,0.049,82,2.6,0.00032,0.09
1676,CHILD ADOL MENT H-UK,1475-357X,287,0.883,,0.032,31,5.7,0.00108,
1677,CHILD CARE HLTH DEV,0305-1862,1834,1.201,1.922,0.41,100,5.9,0.00488,0.573
1678,CHILD NERV SYST,0256-7040,4090,1.542,1.592,0.351,268,6.7,0.00828,0.411
1679,CHILD NEUROPSYCHOL,0929-7049,1033,1.797,2.354,0.229,35,6.9,0.00245,0.748
1680,CHIM OGGI,0392-839X,378,0.593,0.443,0.095,105,4,0.00137,0.117
1681,CHIMIA,0009-4293,1439,1.212,1.342,0.26,127,6.7,0.00355,0.4
1682,CHIN J INTEGR MED,1672-0415,318,0.799,,0.326,138,2.8,0.00068,
1683,CHIN J MECH ENG-EN,1000-9345,184,0.208,,0.013,150,4.4,0.00051,
1684,CHIN J OCEANOL LIMN,0254-4059,447,0.498,,0.191,152,4.2,0.00126,
1685,CHIN OPT LETT,1671-7694,1115,0.967,,0.121,297,2.6,0.00259,
1686,CHINA COMMUN,1673-5447,67,0.146,,0.115,156,,0.00006,
1687,CHINA FOUNDRY,1672-6421,72,0.278,,0.042,71,,0.00016,
1688,CHINA OCEAN ENG,0890-5487,231,0.468,0.403,0.051,59,5.6,0.00058,0.102
1689,CHINA PET PROCESS PE,1008-6234,25,0.12,,0.028,36,,0.00006,
1690,CHINESE ANN MATH B,0252-9599,391,0.521,0.615,0.015,66,7.3,0.00287,0.573
1691,CHINESE CHEM LETT,1001-8417,2566,0.978,0.805,0.156,385,4.2,0.00592,0.156
1692,CHINESE GEOGR SCI,1002-0063,207,0.5,0.489,0.041,73,4.6,0.0005,0.099
1693,CHINESE J AERONAUT,1000-9361,213,0.406,,0.013,80,3.5,0.00086,
1694,CHINESE J ANAL CHEM,0253-3820,1960,0.941,0.648,0.138,363,4.1,0.00314,0.084
1695,CHINESE J CANCER RES,1000-9604,65,0.182,,0.089,56,,0.00013,
1696,CHINESE J CATAL,0253-9837,1529,1.171,0.945,0.183,273,3.8,0.00293,0.139
1697,CHINESE J CHEM,1001-604X,1873,0.755,0.722,0.092,435,3.9,0.0047,0.137
1698,CHINESE J CHEM ENG,1004-9541,1008,0.826,1.093,0.039,153,4.2,0.00347,0.255
1699,CHINESE J CHEM PHYS,1674-0068,477,0.692,0.585,0.042,118,4.1,0.0015,0.139
1700,CHINESE J ELECTRON,1022-4653,148,0.147,0.112,0.071,154,3.8,0.00031,0.021
1701,CHINESE J GEOPHYS-CH,0001-5733,1718,0.72,0.749,0.153,352,4.8,0.00236,0.094
1702,CHINESE J INORG CHEM,1001-4861,1700,0.628,0.561,0.076,419,4.3,0.00213,0.057
1703,CHINESE J ORG CHEM,0253-2786,1462,0.608,0.592,0.066,316,5,0.00182,0.066
1704,CHINESE J PHYS,0577-9073,400,0.448,0.402,0.065,124,8,0.00095,0.151
1705,CHINESE J PHYSIOL,0304-4920,345,0.558,0.743,0.08,50,5.7,0.0007,0.157
1706,CHINESE J POLYM SCI,0256-7679,469,0.919,0.623,0.133,90,3.5,0.00092,0.107
1707,CHINESE J STRUC CHEM,0254-5861,941,0.44,0.442,0.074,284,4.6,0.00142,0.057
1708,CHINESE MED J-PEKING,0366-6999,4447,0.864,0.991,0.083,779,4.9,0.01097,0.23
1709,CHINESE PHYS B,1674-1056,4033,1.376,1.353,0.216,1034,2.2,0.00982,0.191
1710,CHINESE PHYS C,1674-1137,291,0.272,0.24,0.086,221,2.2,0.00171,0.082
1711,CHINESE PHYS LETT,0256-307X,4932,0.731,0.656,0.258,946,3.8,0.01666,0.181
1712,CHINESE SCI BULL,1001-6538,7080,1.321,1.243,0.292,569,5.7,0.01617,0.308
1713,CHIR MAIN,1297-3203,403,0.529,,0.046,108,6.6,0.0006,
1714,CHIRALITY,0899-0042,2809,2.35,2.232,0.405,126,5.8,0.00688,0.602
1715,CHIRURG,0009-4722,1453,0.703,0.653,0.188,133,9.1,0.00181,0.145
1716,CHIRURGIA-BUCHAREST,1221-9118,307,0.375,,0.135,111,4.5,0.00037,
1717,CHROMATOGRAPHIA,0009-5893,5186,1.195,1.275,0.249,277,7.2,0.00968,0.298
1718,CHROMOSOMA,0009-5915,3358,3.847,3.685,0.694,49,>10.0,0.0093,2.018
1719,CHROMOSOME RES,0967-3849,2498,3.087,3.083,0.686,70,6.1,0.00982,1.381
1720,CHRON DIS INJ CAN,1925-6523,4,,,0.211,19,,0,
1721,CHRONIC DIS CAN,0228-8699,275,0.979,,0.4,5,8.1,0.00064,
1722,CHRONOBIOL INT,0742-0528,2740,4.028,3.233,0.5,104,5.1,0.00616,0.699
1723,CIENC AGROTEC,1413-7054,1319,0.531,0.656,0.062,144,4.9,0.0026,0.119
1724,CIENC FLOREST,0103-9954,283,0.24,,0.013,80,6.6,0.00055,
1725,CIENC INVESTIG AGRAR,0304-5609,151,0.439,,0.044,45,4.2,0.00045,
1726,CIENC MAR,0185-3880,432,0.452,0.642,0.184,38,8.6,0.00072,0.184
1727,CIENC RURAL,0103-8478,1993,0.434,,0.039,361,5.7,0.00415,
1728,CIENC TEC VITIVINIC,0254-0223,36,0.263,,0,9,,0.00009,
1729,CIENCIA TECNOL ALIME,0101-2061,934,0.221,,0.02,147,6.5,0.00157,
1730,CIN-COMPUT INFORM NU,1538-2931,357,0.831,1.12,0.1,100,5.6,0.00094,0.307
1731,CIR CIR,0009-7411,95,0.138,,0.012,85,,0.00018,
1732,CIR ESPAN,0009-739X,459,0.874,,0.139,72,4.1,0.00095,
1733,CIRC J,1346-9843,6063,3.766,2.755,0.731,338,3.2,0.02118,0.683
1734,CIRC RES,0009-7330,43101,9.489,10.037,2.023,258,7.9,0.10893,3.885
1735,CIRC SYST SIGNAL PR,0278-081X,473,0.817,0.905,0.033,91,5.4,0.00182,0.351
1736,CIRC-ARRHYTHMIA ELEC,1941-3149,1416,6.462,6.525,0.862,109,2.3,0.00944,2.542
1737,CIRC-CARDIOVASC GENE,1942-325X,1080,6.105,6.137,1.136,81,2.1,0.00844,2.869
1738,CIRC-CARDIOVASC IMAG,1941-9651,1053,5.941,6.032,1.221,77,2.1,0.00758,2.61
1739,CIRC-CARDIOVASC INTE,1941-7640,1091,6.058,6.25,1.333,66,2.1,0.00841,2.859
1740,CIRC-CARDIOVASC QUAL,1941-7705,1006,4.906,5.097,1.459,74,2,0.009,2.799
1741,CIRC-HEART FAIL,1941-3289,1395,6.286,6.639,1.261,88,2.1,0.01137,3.24
1742,CIRCUIT WORLD,0305-6120,133,0.444,0.416,0.105,19,8,0.00032,0.141
1743,CIRCULATION,0009-7322,148286,14.739,15.304,3.041,582,8.1,0.33959,5.968
1744,CIRP ANN-MANUF TECHN,0007-8506,4675,1.708,2.078,0.138,160,9.2,0.0084,0.617
1745,CIV ENG ENVIRON SYST,1028-6608,164,0.562,0.72,0.053,19,6.3,0.00037,0.187
1746,CIVIL ENG,0885-7024,226,0.176,0.164,0.08,50,>10.0,0.00022,0.047
1747,CL LYMPH MYELOM LEUK,2152-2650,676,1.88,1.601,0.122,98,2.9,0.0039,0.529
1748,CLADISTICS,0748-3007,3229,5.25,5.684,0.972,36,>10.0,0.00623,1.916
1749,CLASSICAL QUANT GRAV,0264-9381,13742,3.32,2.706,1.261,456,5.7,0.04902,1.092
1750,CLAY CLAY MINER,0009-8604,3898,1.162,1.558,0.479,48,>10.0,0.00317,0.541
1751,CLAY MINER,0009-8558,1701,1.053,1.052,0.122,49,>10.0,0.00124,0.351
1752,CLEAN TECHNOL ENVIR,1618-954X,438,1.753,,0.314,70,3.5,0.0011,
1753,CLEAN-SOIL AIR WATER,1863-0650,946,2.177,2.118,0.221,145,2.7,0.00324,0.41
1754,CLEFT PALATE-CRAN J,1545-1569,2810,0.822,1.211,0.162,99,>10.0,0.00322,0.359
1755,CLEV CLIN J MED,0891-1150,1513,3.773,2.982,0.66,47,5.3,0.00477,0.944
1756,CLIM DYNAM,0930-7575,7147,4.602,5.114,0.66,291,6.4,0.02842,2.491
1757,CLIM PAST,1814-9324,879,3.509,3.884,0.413,92,3.1,0.00756,1.914
1758,CLIM RES,0936-577X,2690,1.994,2.841,0.657,102,8.5,0.00628,1.026
1759,CLIMACTERIC,1369-7137,1105,1.986,1.952,0.462,91,4.7,0.00263,0.432
1760,CLIMATIC CHANGE,0165-0009,8798,3.385,4.906,0.745,239,6.7,0.02639,1.844
1761,CLIN ANAT,0897-3806,1795,1.289,1.277,0.306,134,6.2,0.00401,0.333
1762,CLIN APPL THROMB-HEM,1076-0296,810,1.332,1.268,0.146,144,4.5,0.0022,0.312
1763,CLIN AUTON RES,0959-9851,1010,1.299,1.395,0.295,44,8.2,0.00199,0.474
1764,CLIN BIOCHEM,0009-9120,5455,2.076,2.079,0.494,257,6.2,0.01256,0.568
1765,CLIN BIOMECH,0268-0033,5009,2.071,2.468,0.244,156,7.6,0.01104,0.795
1766,CLIN BREAST CANCER,1526-8209,1199,2.375,2.273,0.233,60,4.9,0.00417,0.747
1767,CLIN CANCER RES,1078-0432,60853,7.742,7.508,1.486,767,5.4,0.206,2.534
1768,CLIN CARDIOL,0160-9289,2175,2.151,1.698,0.278,115,7.9,0.00551,0.596
1769,CLIN CHEM,0009-9147,25542,7.905,6.725,1.804,163,9.3,0.04655,2.147
1770,CLIN CHEM LAB MED,1434-6621,4483,2.15,1.982,0.605,266,4.9,0.01166,0.507
1771,CLIN CHEST MED,0272-5231,1880,3.284,2.9,0.21,62,7.2,0.00505,0.982
1772,CLIN CHIM ACTA,0009-8981,11065,2.535,2.661,0.539,388,7.3,0.02221,0.718
1773,CLIN COLORECTAL CANC,1533-0028,520,1.676,1.735,0.065,46,4.9,0.00207,0.575
1774,CLIN DERMATOL,0738-081X,2277,2.333,2.933,0.237,76,6.7,0.00541,0.825
1775,CLIN DEV IMMUNOL,1740-2522,513,1.838,2.306,0.538,117,4.1,0.00167,0.631
1776,CLIN DRUG INVEST,1173-2563,1055,1.822,1.443,0.278,79,4.9,0.00274,0.36
1777,CLIN DYSMORPHOL,0962-8827,505,0.543,0.508,0.054,56,8.8,0.00119,0.213
1778,CLIN EEG NEUROSCI,1550-0594,353,1.725,1.352,0.618,34,4.1,0.00133,0.399
1779,CLIN ENDOCRINOL,0300-0664,10349,3.168,3.249,0.573,232,7.4,0.02334,1.009
1780,CLIN EXP ALLERGY,0954-7894,10236,5.032,4.342,0.914,175,6.9,0.02224,1.254
1781,CLIN EXP DERMATOL,0307-6938,3704,1.198,1.499,0.219,160,7.2,0.00866,0.448
1782,CLIN EXP HYPERTENS,1064-1963,1100,1.074,1.066,0.156,77,9.9,0.00185,0.302
1783,CLIN EXP IMMUNOL,0009-9104,11582,3.36,3.071,0.686,191,8.7,0.02312,0.996
1784,CLIN EXP MED,1591-8890,504,2,1.847,0.303,33,4.4,0.00157,0.484
1785,CLIN EXP METASTAS,0262-0898,3014,3.524,3.991,0.765,68,6.7,0.00809,1.334
1786,CLIN EXP NEPHROL,1342-1751,796,1.369,,0.101,148,4.1,0.00298,
1787,CLIN EXP OBSTET GYN,0390-6663,515,0.429,,0.126,111,7.4,0.0008,
1788,CLIN EXP OPHTHALMOL,1442-6404,1865,1.977,1.846,0.429,105,4.8,0.00766,0.668
1789,CLIN EXP OPTOM,0816-4622,683,1.047,1.206,0.338,74,5.5,0.0018,0.347
1790,CLIN EXP OTORHINOLAR,1976-8710,115,0.915,0.934,0.025,40,2.7,0.00074,0.329
1791,CLIN EXP PHARMACOL P,0305-1870,4716,1.851,2.001,0.608,120,6.5,0.01126,0.572
1792,CLIN EXP RHEUMATOL,0392-856X,5042,2.148,2.151,0.301,226,6.2,0.01116,0.548
1793,CLIN GASTROENTEROL H,1542-3565,7164,5.627,5.973,1.765,132,4.3,0.03457,2.088
1794,CLIN GENET,0009-9163,5150,3.128,3.115,0.844,122,7.1,0.01433,1.18
1795,CLIN GENITOURIN CANC,1558-7673,290,2.605,1.979,0,23,4.1,0.00155,0.592
1796,CLIN GERIATR MED,0749-0690,1149,2.484,1.752,0.614,44,8.4,0.00255,0.574
1797,CLIN GERONTOLOGIST,0731-7115,412,0.727,,0.069,29,>10.0,0.00043,
1798,CLIN HEMORHEOL MICRO,1386-0291,1756,3.398,2.066,0.593,108,3.9,0.00237,0.252
1799,CLIN IMAG,0899-7071,887,0.746,0.782,0.036,83,7.6,0.00198,0.258
1800,CLIN IMMUNOL,1521-6616,6967,4.046,3.893,0.957,141,6.1,0.0205,1.314
1801,CLIN IMPLANT DENT R,1523-0899,1282,3.532,3.2,0.333,39,6.5,0.00315,1.04
1802,CLIN INFECT DIS,1058-4838,43819,9.154,8.667,2.312,397,6.2,0.13417,3.121
1803,CLIN INTERV AGING,1176-9092,588,2.083,,0.297,37,3.5,0.00268,
1804,CLIN INVEST MED,0147-958X,778,1.167,1.504,0.088,57,7.5,0.00188,0.452
1805,CLIN J AM SOC NEPHRO,1555-9041,6561,5.227,5.31,0.899,347,3,0.03731,1.736
1806,CLIN J ONCOL NURS,1092-1095,549,0.729,,0.187,75,4.2,0.00183,
1807,CLIN J PAIN,0749-8047,4279,2.813,3.352,0.382,110,6.6,0.01058,1.017
1808,CLIN J SPORT MED,1050-642X,2320,2.119,2.356,0.405,84,6.6,0.00544,0.688
1809,CLIN LAB,1433-6510,563,0.904,1.066,0.081,123,6,0.00126,0.268
1810,CLIN LAB MED,0272-2712,911,1.971,1.815,0.17,47,6.1,0.00256,0.572
1811,CLIN LINGUIST PHONET,0269-9206,698,0.636,0.82,0.091,77,7.6,0.00135,0.228
1812,CLIN LIPIDOL,1758-4299,108,0.754,0.762,0.24,50,2,0.00051,0.219
1813,CLIN LIVER DIS,1089-3261,1470,3.18,,0.077,52,5.1,0.0047,
1814,CLIN LUNG CANCER,1525-7304,870,2.944,2.287,0.241,54,3.9,0.00378,0.749
1815,CLIN MED,1470-2118,804,1.153,1.172,0.362,69,5.4,0.00257,0.374
1816,CLIN MICROBIOL INFEC,1198-743X,7630,4.54,4.162,1.047,339,3.9,0.03102,1.385
1817,CLIN MICROBIOL REV,0893-8512,11551,16.129,19.832,1.875,32,9.1,0.02172,6.834
1818,CLIN NEPHROL,0301-0430,3248,1.171,1.266,0.199,166,9.3,0.00477,0.33
1819,CLIN NEUROL NEUROSUR,0303-8467,2564,1.581,1.581,0.118,211,5.4,0.00738,0.456
1820,CLIN NEUROPATHOL,0722-5091,908,1.043,1.089,1.314,35,>10.0,0.00135,0.311
1821,CLIN NEUROPHARMACOL,0362-5664,1911,2.166,2.245,0.351,57,8,0.00332,0.576
1822,CLIN NEUROPHYSIOL,1388-2457,11496,3.406,3.76,0.772,303,6.4,0.02917,1.162
1823,CLIN NEUROPSYCHOL,1385-4046,1816,2.115,2.173,0.23,74,8.7,0.00333,0.579
1824,CLIN NEURORADIOL,1869-1439,79,1.091,,0.214,14,,0.00042,
1825,CLIN NUCL MED,0363-9762,2570,3.674,3.375,0.402,112,6.6,0.00368,0.606
1826,CLIN NURS RES,1054-7738,428,0.881,,0.074,27,8.8,0.0006,
1827,CLIN NURSE SPEC,0887-6274,303,0.81,0.958,0.125,24,6.5,0.00058,0.221
1828,CLIN NUTR,0261-5614,4417,3.731,4.093,0.664,125,5.8,0.01105,1.092
1829,CLIN OBSTET GYNECOL,0009-9201,2004,1.935,2.281,0.132,76,8.5,0.00566,0.856
1830,CLIN ONCOL-UK,0936-6555,1897,2.072,2.19,0.914,81,5,0.00604,0.712
1831,CLIN ORAL IMPLAN RES,0905-7161,6306,2.514,3.435,0.354,175,7.2,0.01214,0.882
1832,CLIN ORAL INVEST,1432-6981,1294,2.364,2.386,0.291,117,4.8,0.00427,0.748
1833,CLIN ORTHOP RELAT R,0009-921X,28888,2.533,2.617,0.379,420,>10.0,0.03571,0.903
1834,CLIN OTOLARYNGOL,1749-4478,2187,2.393,2.007,0.289,45,>10.0,0.0033,0.61
1835,CLIN PEDIATR,0009-9228,2235,1.151,1.17,0.196,138,9.8,0.00419,0.388
1836,CLIN PERINATOL,0095-5108,1459,2.457,2.593,0.167,48,6.9,0.00404,0.87
1837,CLIN PHARMACOKINET,0312-5963,5928,5.398,4.984,1.036,55,9.2,0.0081,1.426
1838,CLIN PHARMACOL THER,0009-9236,12986,6.043,6.231,2.389,203,6.9,0.03086,1.942
1839,CLIN PHYSIOL FUNCT I,1475-0961,1418,1.213,1.27,0.276,76,9.6,0.00226,0.382
1840,CLIN PLAST SURG,0094-1298,1842,1.422,1.473,0.153,59,>10.0,0.00236,0.494
1841,CLIN PSYCHOL-UK,1328-4207,64,0.103,,0,15,,0.00029,
1842,CLIN RADIOL,0009-9260,4138,1.952,1.829,0.305,154,8.4,0.00852,0.596
