Rank,Journal Title,ISSN,Total Cites,IF,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
2351,DIS MODEL MECH,1754-8403,1212,4.959,5.009,0.989,88,2.4,0.00828,2.109
2352,DISABIL HEALTH J,1936-6574,169,1.446,1.385,0.128,39,2.8,0.00068,0.332
2353,DISABIL REHABIL,0963-8288,4764,1.541,1.828,0.242,277,6.2,0.01051,0.493
2354,DISASTER ADV,0974-262X,545,2.272,1.886,0.168,380,2.2,0.00034,0.076
2355,DISASTER MED PUBLIC,1935-7893,275,1.141,1.178,0.192,52,3.2,0.00157,0.398
2356,DISCOV MED,1539-6509,883,2.965,,0.547,86,2.2,0.00411,
2357,DISCRETE APPL MATH,0166-218X,3251,0.718,0.802,0.129,278,9.4,0.0153,0.648
2358,DISCRETE COMPUT GEOM,0179-5376,1278,0.649,0.741,0.14,93,>10.0,0.00588,0.805
2359,DISCRETE CONT DYN-A,1078-0947,1793,1.005,1.057,0.32,194,5,0.01579,0.955
2360,DISCRETE CONT DYN-B,1531-3492,859,0.88,0.972,0.199,136,4.6,0.00585,0.621
2361,DISCRETE DYN NAT SOC,1026-0226,523,0.82,0.84,0.244,246,3.1,0.00144,0.188
2362,DISCRETE EVENT DYN S,0924-6703,292,0.711,0.99,0.15,20,9,0.00143,0.849
2363,DISCRETE MATH,0012-365X,5128,0.578,0.579,0.149,429,>10.0,0.02298,0.525
2364,DISCRETE MATH THEOR,1462-7264,212,0.598,0.597,0.062,32,6,0.00206,0.667
2365,DISCRETE OPTIM,1572-5286,245,0.667,0.896,0.038,26,4.7,0.00256,0.756
2366,DISPLAYS,0141-9382,784,1.101,1.36,0.061,33,7.4,0.0017,0.458
2367,DISS MATH,0012-3862,31,0.167,0.081,0,8,,0.00007,0.104
2368,DISSOLUT TECHNOL,1521-298X,170,0.612,0.784,0.042,24,6.3,0.00033,0.182
2369,DISTRIB COMPUT,0178-2770,350,0.627,0.872,0.231,26,8.7,0.00158,0.722
2370,DISTRIB PARALLEL DAT,0926-8782,285,0.806,1.128,0.067,15,9.2,0.00048,0.354
2371,DIVERS DISTRIB,1366-9516,4336,6.122,5.743,0.935,107,4.6,0.01676,1.966
2372,DIVING HYPERB MED,1833-3516,93,0.66,0.541,0.448,29,,0.00016,0.067
2373,DM-DIS MON,0011-5029,397,0.704,1.134,0.231,39,7,0.00087,0.317
2374,DNA CELL BIOL,1044-5498,2712,2.344,2.396,0.601,218,7,0.00487,0.594
2375,DNA REPAIR,1568-7864,5101,4.274,4.021,0.598,97,5.1,0.02582,1.904
2376,DNA RES,1340-2838,1998,4.425,5.46,0.821,39,6.8,0.00536,1.876
2377,DOC MATH,1431-0643,346,0.706,0.816,0.1,30,7.7,0.00295,1.239
2378,DOC OPHTHALMOL,0012-4486,1521,1.542,2.159,0.265,49,9.3,0.00288,0.688
2379,DOKL BIOCHEM BIOPHYS,1607-6729,216,0.322,0.339,0.087,80,4.4,0.00063,0.081
2380,DOKL CHEM,0012-5008,265,0.392,0.344,0.092,76,4.9,0.00065,0.088
2381,DOKL EARTH SCI,1028-334X,1208,0.392,0.379,0.061,279,5.4,0.00444,0.143
2382,DOKL MATH,1064-5624,590,0.376,0.283,0.118,228,4.2,0.00538,0.248
2383,DOKL PHYS,1028-3358,475,0.341,0.32,0.139,115,5.3,0.00188,0.145
2384,DOKL PHYS CHEM,0012-5016,297,0.487,0.345,0.123,57,7.2,0.00056,0.093
2385,DOMEST ANIM ENDOCRIN,0739-7240,1927,2.377,2.322,0.207,58,7.8,0.00311,0.584
2386,DOSE-RESPONSE,1559-3258,392,1.5,,0.558,43,3.7,0.00112,
2387,DOULEUR ANALG,1011-288X,27,0.092,0.096,0.033,30,,0.00003,0.011
2388,DREWNO,1644-3985,15,0.2,,0.048,21,,0.00005,
2389,DRUG AGING,1170-229X,2524,2.646,2.731,0.77,87,6.9,0.005,0.71
2390,DRUG ALCOHOL DEPEN,0376-8716,10805,3.141,3.951,0.514,319,6.3,0.02896,1.297
2391,DRUG CHEM TOXICOL,0148-0545,660,1.293,1.066,0.414,70,7,0.00113,0.266
2392,DRUG DELIV,1071-7544,1127,2.015,1.778,0.182,44,5.9,0.0021,0.379
2393,DRUG DES DEV THER,1177-8881,377,3.486,,0.256,39,2.4,0.00173,
2394,DRUG DEV IND PHARM,0363-9045,3862,1.539,1.645,0.279,165,9.4,0.00431,0.308
2395,DRUG DEVELOP RES,0272-4391,1268,0.869,0.953,0.068,59,9.7,0.00119,0.228
2396,DRUG DISCOV TODAY,1359-6446,8855,6.551,6.89,1.177,158,5.9,0.02021,1.841
2397,DRUG FUTURE,0377-8282,432,0.399,0.459,0.012,82,6,0.00093,0.115
2398,DRUG INF J,0092-8615,510,0.401,0.418,0.184,76,>10.0,0.00146,0.229
2399,DRUG METAB DISPOS,0090-9556,13822,3.361,3.678,0.771,271,7.1,0.02329,0.885
2400,DRUG METAB PHARMACOK,1347-4367,1374,2.071,2.449,0.52,75,4.9,0.00365,0.658
2401,DRUG METAB REV,0360-2532,2342,5.538,5.843,1.25,16,8.2,0.00428,1.743
2402,DRUG NEWS PERSPECT,0214-0934,887,3.132,2.492,,0,5.8,0.00258,0.794
2403,DRUG RESIST UPDATE,1368-7646,1965,9.114,9.813,0.87,23,6.6,0.00493,3.091
2404,DRUG SAFETY,0114-5916,3619,3.408,3.689,0.656,93,6.8,0.00792,1.095
2405,DRUG TEST ANAL,1942-7603,808,3.167,2.942,0.692,143,2,0.00233,0.553
2406,DRUG TODAY,1699-3993,950,1.215,1.148,0.109,64,6.1,0.00206,0.294
2407,DRUGS,0012-6667,8483,4.633,4.052,0.719,153,8.5,0.01612,1.186
2408,DRVNA IND,0012-6772,40,0.196,,0.031,32,,0.00008,
2409,DRY TECHNOL,0737-3937,3927,1.814,1.796,0.358,187,7,0.0042,0.267
2410,DTSCH ARZTEBL INT,1866-0452,1386,3.542,2.988,1.392,102,2.5,0.00492,0.676
2411,DUKE MATH J,0012-7094,4426,1.701,1.803,0.343,67,>10.0,0.01836,2.992
2412,DYES PIGMENTS,0143-7208,7664,3.532,3.433,0.897,321,5.5,0.01353,0.636
2413,DYNA-BILBAO,0012-7361,64,0.237,0.16,0.049,61,,0.00018,0.03
2414,DYNA-COLOMBIA,0012-7353,113,0.175,0.183,0.055,128,3.1,0.00016,0.017
2415,DYNAM ATMOS OCEANS,0377-0265,722,1.734,2.107,0.062,16,9.8,0.0025,1.169
2416,DYNAM PART DIFFER EQ,1548-159X,96,0.765,0.85,0.056,18,,0.00111,0.793
2417,DYNAM SYST,1468-9367,296,0.717,0.65,0.121,33,9,0.00123,0.5
2418,DYNAM SYST APPL,1056-2176,287,0.395,0.528,0.049,41,7.1,0.00095,0.232
2419,DYNAMIS,0211-9536,63,0.125,0.195,0,18,,0.00022,0.16
2420,DYSPHAGIA,0179-051X,1817,1.938,2.165,0.226,62,>10.0,0.00267,0.6
2421,E-J CHEM,0973-4945,815,0.484,,0.063,316,3.3,0.00235,
2422,E-POLYMERS,1618-7229,547,0.4,0.483,0.056,89,5.1,0.00151,0.121
2423,EAR HEARING,0196-0202,3754,3.262,3.271,0.667,78,8.1,0.00915,1.261
2424,EARLY HUM DEV,0378-3782,3961,2.02,2.431,0.359,170,7,0.00926,0.771
2425,EARLY INTERV PSYCHIA,1751-7885,411,1.653,1.806,0.129,62,3.4,0.00208,0.535
2426,EARLY SCI MED,1383-7427,77,0.25,,0,23,,0.00056,
2427,EARTH ENV SCI T R SO,1755-6910,1306,1.097,1.319,,,>10.0,0.00109,0.551
2428,EARTH INTERACT,1087-3562,506,1.709,1.538,0,18,7.3,0.00143,0.783
2429,EARTH MOON PLANETS,0167-9295,645,0.83,0.843,0.087,23,9.1,0.00163,0.376
2430,EARTH PLANET SC LETT,0012-821X,38993,4.349,4.636,0.858,514,8.7,0.11022,2.366
2431,EARTH PLANETS SPACE,1343-8832,2427,2.921,1.703,0.349,129,5.5,0.01253,0.991
2432,EARTH SCI HIST,0736-623X,40,0.28,,0.2,10,,0.00007,
2433,EARTH SCI INFORM,1865-0473,52,0.404,0.573,0.235,17,,0.00027,0.191
2434,EARTH SCI RES J,1794-6190,23,0.129,0.169,0,8,,0.00006,0.05
2435,EARTH SURF PROC LAND,0197-9337,6181,2.49,2.74,0.623,138,8.9,0.01268,0.948
2436,EARTH-SCI REV,0012-8252,6204,7.339,8.759,1.049,81,7.5,0.01738,3.798
2437,EARTHQ ENG ENG VIB,1671-3664,461,0.604,0.788,0.062,48,7.2,0.00121,0.287
2438,EARTHQ ENG STRUCT D,0098-8847,4249,1.898,2.168,0.26,131,>10.0,0.00869,1.041
2439,EARTHQ SPECTRA,8755-2930,1736,1.079,2.506,0.161,87,7.7,0.00583,1.334
2440,EARTHQ STRUCT,2092-7614,60,1.381,1.381,0.022,45,,0.0002,0.27
2441,EAT WEIGHT DISORD-ST,1124-4909,489,0.527,0.848,0.04,25,7,0.00076,0.218
2442,ECHOCARDIOGR-J CARD,0742-2822,2178,1.261,1.418,0.199,256,5.1,0.00572,0.354
2443,ECO MONT,2073-106X,14,0.306,,0.062,16,,0.00004,
2444,ECOGRAPHY,0906-7590,6416,5.124,5.791,0.925,120,6.3,0.0184,2.133
2445,ECOHEALTH,1612-9202,890,2.196,2.714,0.333,30,4.7,0.00343,0.813
2446,ECOHYDROLOGY,1936-0584,608,2.775,2.953,0.581,74,2.7,0.00328,0.985
2447,ECOL APPL,1051-0761,15518,3.815,4.842,0.534,174,8.8,0.03505,2.015
2448,ECOL CHEM ENG S,1898-6196,114,0.382,0.48,0.043,47,4,0.00032,0.104
2449,ECOL COMPLEX,1476-945X,654,2.34,2.279,0.405,42,3.7,0.00241,0.684
2450,ECOL ECON,0921-8009,9938,2.855,3.732,0.47,215,5.9,0.02968,1.258
2451,ECOL ENG,0925-8574,5318,2.958,3.272,0.518,247,5.4,0.01063,0.71
2452,ECOL ENTOMOL,0307-6946,3399,1.954,2.018,0.226,62,9.8,0.00626,0.732
2453,ECOL EVOL,2045-7758,128,1.184,1.224,0.222,261,1.1,0.00036,0.418
2454,ECOL FOOD NUTR,0367-0244,364,0.8,0.823,0.379,29,9.3,0.00056,0.244
2455,ECOL FRESHW FISH,0906-6691,1458,1.935,2.095,0.345,58,6.3,0.00362,0.655
2456,ECOL INDIC,1470-160X,3039,2.89,3.491,0.864,375,3.5,0.00831,0.783
2457,ECOL INFORM,1574-9541,516,1.961,1.858,0.464,56,3.4,0.00224,0.585
2458,ECOL LETT,1461-023X,17533,17.949,18.495,1.403,154,6.1,0.06928,8.644
2459,ECOL MODEL,0304-3800,12118,2.069,2.399,0.404,292,7.1,0.02307,0.74
2460,ECOL MONOGR,0012-9615,8447,8.085,8.129,0.846,26,>10.0,0.01009,3.711
2461,ECOL RES,0912-3814,2149,1.552,1.635,0.186,113,6.5,0.0058,0.544
2462,ECOL SOC,1708-3087,3273,2.831,3.681,0.686,153,5,0.01157,1.259
2463,ECOLOGY,0012-9658,50217,5.175,6.372,0.583,283,>10.0,0.07264,2.612
2464,ECON BOT,0013-0001,2053,1.925,2.058,0.107,28,>10.0,0.00147,0.544
2465,ECON COMPUT ECON CYB,0424-267X,43,0.274,0.168,0.044,45,,0.00012,0.029
2466,ECON GEOL,0361-0128,5448,2.493,2.457,1.658,76,>10.0,0.00541,0.882
2467,ECON HUM BIOL,1570-677X,670,1.797,2.511,0.405,37,4,0.00372,1.164
2468,ECONOMET J,1368-4221,573,1,1.252,0.227,22,8.4,0.0042,1.724
2469,ECONOMET REV,0747-4938,701,0.811,1.321,0.259,27,>10.0,0.00429,1.748
2470,ECONOMET THEOR,0266-4666,1739,1.477,1.473,0.188,48,>10.0,0.01285,2.491
2471,ECONOMETRICA,0012-9682,21481,3.823,5.702,0.74,77,>10.0,0.0462,9.684
2472,ECOSCIENCE,1195-6860,1645,1.354,1.74,0.167,30,9.2,0.00279,0.627
2473,ECOSYSTEMS,1432-9840,5569,3.165,4.613,0.446,101,6.9,0.01534,1.819
2474,ECOTOX ENVIRON SAFE,0147-6513,7388,2.203,2.572,0.395,382,6.4,0.01388,0.612
2475,ECOTOXICOLOGY,0963-9292,3233,2.773,3.294,0.438,224,4.3,0.01031,0.924
2476,ECOTROPICA,0949-3026,118,0.242,,0.143,7,>10.0,0.0001,
2477,EDN,0012-7515,96,0.168,0.089,0.104,67,,0.00016,0.018
2478,EDUC PSYCHOL MEAS,0013-1644,4139,1.07,1.187,0.111,54,>10.0,0.00348,0.676
2479,EGYPT J BIOL PEST CO,1110-1768,38,0.044,0.053,0.051,39,,0.00004,0.012
2480,EJHP PRACT,1781-9989,49,0.11,,,0,,0.00011,
2481,EJSO-EUR J SURG ONC,0748-7983,5179,2.614,2.708,0.497,143,6,0.01359,0.83
2482,EKLEM HAST CERRAHISI,1305-8282,134,0.656,0.597,0.056,36,4.3,0.00024,0.097
2483,EKOLOJI,1300-1361,245,0.845,0.765,0.229,48,3.5,0.00035,0.091
2484,EKSPLOAT NIEZAWODN,1507-2711,72,0.293,,0.292,48,,0.00011,
2485,ELECTR COMMUN JPN,1942-9533,113,0.178,0.165,0.012,82,7.8,0.00052,0.09
2486,ELECTR ENG,0948-7921,209,0.303,0.449,0.04,25,6.4,0.00059,0.162
2487,ELECTR ENG JPN,0424-7760,271,0.104,0.13,0.027,113,7.8,0.00058,0.049
2488,ELECTR POW COMPO SYS,1532-5008,527,0.62,0.677,0.106,104,4.7,0.00123,0.152
2489,ELECTR POW SYST RES,0378-7796,3749,1.694,2.021,0.211,213,5.4,0.01079,0.597
2490,ELECTROANAL,1040-0397,10646,2.817,2.862,0.462,290,6.1,0.01964,0.625
2491,ELECTROANAL CHEM,0070-9778,377,5,7.5,0.25,4,>10.0,0.00016,2.216
2492,ELECTROCATALYSIS-US,1868-2529,111,1.455,1.455,0.366,41,1.8,0.00052,0.448
2493,ELECTROCHEM COMMUN,1388-2481,18364,4.425,4.95,0.71,407,4.8,0.05365,1.259
2494,ELECTROCHEM SOLID ST,1099-0062,8883,2.01,2.026,0.596,156,6.7,0.02252,0.706
2495,ELECTROCHEMISTRY,1344-3542,847,0.934,0.763,0.162,111,6.5,0.00216,0.237
2496,ELECTROCHIM ACTA,0013-4686,46698,3.777,4.088,0.586,1440,5.7,0.10083,0.992
2497,ELECTROMAGN BIOL MED,1536-8378,326,0.814,1.201,0.1,40,5.6,0.00049,0.186
2498,ELECTROMAGNETICS,0272-6343,390,0.729,0.82,0.023,44,6.7,0.001,0.271
2499,ELECTRON COMMER R A,1567-4223,536,1.48,1.809,0.234,47,4.5,0.00175,0.5
2500,ELECTRON COMMUN PROB,1083-589X,321,0.492,0.629,0.102,59,5.5,0.00389,0.784
2501,ELECTRON J BIOTECHN,0717-3458,884,0.827,1.258,0.088,68,6.3,0.00159,0.282
2502,ELECTRON J COMB,1077-8926,1164,0.532,0.599,0.096,228,5.7,0.01157,0.678
2503,ELECTRON J DIFFER EQ,1072-6691,1042,0.426,,0.071,240,7.1,0.00383,
2504,ELECTRON J LINEAR AL,1537-9582,317,0.667,0.779,0.078,64,3.8,0.00259,0.511
2505,ELECTRON J PROBAB,1083-6489,611,0.785,0.922,0.113,106,4.9,0.0075,1.104
2506,ELECTRON J QUAL THEO,1417-3875,308,0.74,0.716,0.163,98,3.1,0.00164,0.267
2507,ELECTRON J STAT,1935-7524,373,0.794,1.319,0.278,54,3.7,0.00888,1.875
2508,ELECTRON LETT,0013-5194,14712,1.038,0.966,0.14,926,>10.0,0.03214,0.405
2509,ELECTRON MATER LETT,1738-8090,327,1.87,1.336,0.114,114,2.7,0.00113,0.302
2510,ELECTRON RES ANNOUNC,1935-9179,99,0.852,0.79,0,7,,0.00132,1.214
2511,ELECTRON T NUMER ANA,1068-9613,477,1.261,0.931,0.148,27,6.3,0.00276,0.678
2512,ELECTRON WORLD,1365-4675,44,0.013,0.011,0,76,,0.00001,0.002
2513,ELECTROPHORESIS,0173-0835,16985,3.261,2.869,0.479,432,7.1,0.02704,0.625
2514,ELEKTRON ELEKTROTECH,1392-1215,387,0.411,0.318,0.056,251,2.7,0.00034,0.019
2515,ELEMENTS,1811-5209,1153,3.156,3.612,2.575,40,4.8,0.00589,1.786
2516,EMBO J,0261-4189,75950,9.822,9.602,2.553,333,>10.0,0.16128,5.187
2517,EMBO MOL MED,1757-4676,1290,7.795,9.39,1.698,106,2.4,0.00829,4.005
2518,EMBO REP,1469-221X,10574,7.189,7.396,1.687,99,6.1,0.04627,3.885
2519,EMERG INFECT DIS,1080-6040,21567,5.993,6.312,1.689,244,5.7,0.06574,2.162
2520,EMERG MED AUSTRALAS,1742-6731,691,0.993,1.121,0.411,90,4.9,0.00221,0.339
2521,EMERG MED CLIN N AM,0733-8627,801,0.825,1.104,0.098,51,7.8,0.00189,0.415
2522,EMERG MED J,1472-0205,2992,1.645,1.712,0.335,191,6,0.00756,0.513
2523,EMERGENCIAS,1137-6821,509,2.578,,0.846,52,2.5,0.00071,
2524,EMJ-ENG MANAG J,1042-9247,172,0.365,0.452,0.043,23,8.4,0.00013,0.066
2525,EMPIR SOFTW ENG,1382-3256,467,1.18,1.756,0.417,24,6.3,0.00132,0.61
2526,EMU,0158-4197,869,1.895,1.404,0.349,43,10,0.0016,0.437
2527,ENCEPHALE,0013-7006,990,0.493,0.533,0.067,89,8.7,0.0015,0.135
2528,ENDEAVOUR,0160-9327,386,0.173,0.205,0.071,14,>10.0,0.00038,0.163
2529,ENDOCR J,0918-8959,2778,2.228,2.096,0.256,121,5.7,0.00703,0.595
2530,ENDOCR PATHOL,1046-3976,659,1.6,1.463,0.541,37,6.3,0.0017,0.483
2531,ENDOCR RES,0743-5800,585,1.026,1,0.167,24,>10.0,0.00045,0.368
2532,ENDOCR REV,0163-769X,13166,14.873,22.16,3.5,26,>10.0,0.02051,7.796
2533,ENDOCR-RELAT CANCER,1351-0088,4611,5.261,5.172,0.734,94,5.6,0.01449,1.75
2534,ENDOCRIN METAB CLIN,0889-8529,2264,3.792,3.563,0.19,42,7.8,0.00525,1.169
2535,ENDOCRINE,1355-008X,2645,2.25,2.028,1.124,153,6.4,0.00482,0.518
2536,ENDOCRINOLOGIST,1051-2144,164,0.116,0.106,,0,9.9,0.00014,0.026
2537,ENDOCRINOLOGY,0013-7227,46219,4.717,4.833,1.005,559,9,0.07763,1.497
2538,ENDOKRYNOL POL,0423-104X,349,1.07,,0.091,66,2.9,0.00091,
2539,ENDOSCOPY,0013-726X,8401,5.735,5.355,1.514,144,5.8,0.01925,1.407
2540,ENDOSKOPIE HEUTE,0933-811X,26,0.133,,0.081,37,,0.00006,
2541,ENERG BUILDINGS,0378-7788,7891,2.679,3.254,0.242,516,5.5,0.0166,0.743
2542,ENERG CONVERS MANAGE,0196-8904,12017,2.775,3.075,0.442,317,6,0.02606,0.78
2543,ENERG EFFIC,1570-646X,191,1.15,1.716,0.103,39,3.4,0.00121,0.632
2544,ENERG ENVIRON SCI,1754-5692,12849,11.653,12.462,3.087,473,1.8,0.05534,3.46
2545,ENERG FUEL,0887-0624,18493,2.853,3.047,0.451,796,5.1,0.04257,0.716
2546,ENERG J,0195-6574,1447,2.434,2.591,0.147,34,6.9,0.00532,1.532
2547,ENERG POLICY,0301-4215,15942,2.743,3.382,0.38,820,4.5,0.04584,0.822
2548,ENERG SOURCE PART A,1556-7036,699,0.516,0.614,0.095,231,3.8,0.00229,0.142
2549,ENERG SOURCE PART B,1556-7249,229,0.788,0.881,0.396,53,3.8,0.00072,0.211
2550,ENERGIES,1996-1073,687,1.844,2.087,0.285,295,2.4,0.00327,0.65
2551,ENERGY,0360-5442,13276,3.651,4.107,0.693,775,4.1,0.02978,0.859
2552,ENERGY SUSTAIN DEV,0973-0826,690,2.221,,0.311,61,4.9,0.00192,
2553,ENFERM INFEC MICR CL,0213-005X,1118,1.478,1.453,0.675,80,4.9,0.00225,0.3
2554,ENG AGR-JABOTICABAL,0100-6916,568,0.673,,0.025,119,4.9,0.00099,
2555,ENG ANAL BOUND ELEM,0955-7997,2305,1.596,1.625,0.333,198,6.7,0.00608,0.57
2556,ENG APPL ARTIF INTEL,0952-1976,2085,1.625,1.947,0.253,154,5.1,0.00585,0.549
2557,ENG APPL COMP FLUID,1994-2060,194,1.144,0.884,0.058,52,2.6,0.00064,0.17
2558,ENG COMPUT-GERMANY,0177-0667,468,0.6,0.665,0.091,33,>10.0,0.00077,0.276
2559,ENG COMPUTATION,0264-4401,831,1.214,1.286,0.152,46,9,0.00226,0.552
2560,ENG ECON,0013-791X,218,0.371,,0,17,9.2,0.00026,
2561,ENG FAIL ANAL,1350-6307,1399,0.855,0.956,0.094,149,4.5,0.00477,0.295
2562,ENG FRACT MECH,0013-7944,6797,1.413,1.733,0.219,224,9.7,0.01613,0.73
2563,ENG GEOL,0013-7952,4262,1.403,1.977,0.287,164,8.5,0.00782,0.698
2564,ENG J AISC,0013-8029,239,0.227,0.292,0.214,14,>10.0,0.00032,0.164
2565,ENG LIFE SCI,1618-0240,944,1.633,1.828,0.514,72,4.7,0.00242,0.44
2566,ENG OPTIMIZ,0305-215X,891,0.962,1.161,0.108,83,6.8,0.00235,0.431
2567,ENG SANIT AMBIENT,1413-4152,85,0.152,,0.083,12,,0.00024,
2568,ENG STRUCT,0141-0296,6732,1.713,1.99,0.216,403,6.1,0.02236,0.781
2569,ENG STUD,1937-8629,17,0.381,0.5,0.091,11,,0.00007,0.13
2570,ENT-EAR NOSE THROAT,0145-5613,1531,1.03,0.853,0.038,53,>10.0,0.00197,0.265
2571,ENTERP INF SYST-UK,1751-7575,579,9.256,4.771,2.682,22,2,0.00173,0.907
2572,ENTOMOL AM-NY,1947-5136,24,0.857,0.667,0,28,,0.00014,0.216
2573,ENTOMOL EXP APPL,0013-8703,4779,1.669,1.674,0.302,126,>10.0,0.00664,0.562
2574,ENTOMOL FENNICA,0785-8760,181,0.41,0.349,0.034,29,8.6,0.00038,0.144
2575,ENTOMOL GEN,0171-8177,176,0.214,0.354,0,14,>10.0,0.00029,0.128
2576,ENTOMOL SCI,1343-8786,438,0.981,0.864,0.232,56,5.5,0.00123,0.272
2577,ENTROPY-SWITZ,1099-4300,581,1.347,,0.275,131,2.8,0.00256,
2578,ENV MICROBIOL REP,1758-2229,874,2.708,3.142,0.642,81,2.5,0.00513,1.12
2579,ENVIRON BIOL FISH,0378-1909,4896,1.305,1.279,0.559,145,>10.0,0.00487,0.378
2580,ENVIRON CHEM,1448-2517,1390,2.652,2.701,1.075,53,5.2,0.00435,0.904
2581,ENVIRON CHEM LETT,1610-3653,865,1.623,2.227,0.216,51,5,0.00243,0.572
2582,ENVIRON CONSERV,0376-8929,2255,2.341,2.69,0.441,34,>10.0,0.00304,0.941
2583,ENVIRON EARTH SCI,1866-6280,1609,1.445,1.471,0.318,617,2.1,0.00602,0.359
2584,ENVIRON ECOL STAT,1352-8505,637,0.868,1.469,0.161,31,7.8,0.00199,0.71
2585,ENVIRON ENG GEOSCI,1078-7275,256,0.63,0.555,0.2,15,9.8,0.00052,0.25
2586,ENVIRON ENG MANAG J,1582-9596,972,1.117,0.97,0.18,278,2.6,0.00135,0.085
2587,ENVIRON ENG SCI,1092-8758,1555,1.154,1.19,0.153,137,5.7,0.00401,0.332
2588,ENVIRON ENTOMOL,0046-225X,6341,1.314,1.606,0.184,190,>10.0,0.00919,0.536
2589,ENVIRON EXP BOT,0098-8472,4962,2.578,3.553,0.643,154,5.7,0.01107,0.869
2590,ENVIRON FLUID MECH,1567-7419,454,1.899,1.59,0.212,33,4.6,0.00245,0.786
2591,ENVIRON FORENSICS,1527-5922,419,0.652,0.724,0.333,36,7.2,0.00063,0.206
2592,ENVIRON GEOCHEM HLTH,0269-4042,1541,2.076,2.383,0.385,78,6,0.00345,0.628
2593,ENVIRON HEALTH PERSP,0091-6765,30111,7.26,7.522,1.56,268,7.7,0.05936,2.374
2594,ENVIRON HEALTH-GLOB,1476-069X,1613,2.714,3.203,0.287,108,3.9,0.00728,1.095
2595,ENVIRON INT,0160-4120,9059,6.248,6.122,0.935,199,6.1,0.02226,1.821
2596,ENVIRON MANAGE,0364-152X,5437,1.647,2.103,0.167,192,8.5,0.01032,0.678
2597,ENVIRON MICROBIOL,1462-2912,13228,5.756,5.943,1.455,242,4.9,0.04898,2.078
2598,ENVIRON MODEL ASSESS,1420-2026,525,0.977,1.114,0.098,51,6.3,0.00131,0.342
2599,ENVIRON MODELL SOFTW,1364-8152,4818,3.476,3.608,0.979,145,5.1,0.01462,1.039
2600,ENVIRON MOL MUTAGEN,0893-6692,3175,3.708,3.38,0.387,75,8.5,0.00618,0.977
2601,ENVIRON MONIT ASSESS,0167-6369,7777,1.592,1.79,0.275,581,4.7,0.02004,0.426
2602,ENVIRON POLLUT,0269-7491,21477,3.73,4.094,0.772,413,6.4,0.04694,1.131
2603,ENVIRON PROG SUSTAIN,1944-7442,318,0.865,1.553,0.276,76,3.1,0.00134,0.403
2604,ENVIRON PROT ENG,0324-8828,154,0.423,0.409,0.086,58,3.6,0.00026,0.053
2605,ENVIRON RES,0013-9351,6592,3.238,3.854,0.739,115,7.1,0.0152,1.253
2606,ENVIRON RES LETT,1748-9326,2170,3.582,4.281,0.638,213,3.2,0.01555,1.891
2607,ENVIRON REV,1208-6053,711,1.652,2.649,0.625,16,9.7,0.00126,0.935
2608,ENVIRON RISQUE SANTE,1635-0421,75,0.176,0.307,0.172,29,,0.00018,0.067
2609,ENVIRON SCI POLICY,1462-9011,2240,2.978,3.461,0.644,101,4.7,0.00728,1.045
2610,ENVIRON SCI POLLUT R,0944-1344,2657,2.618,2.849,0.391,407,4,0.0074,0.751
2611,ENVIRON SCI TECHNOL,0013-936X,92385,5.257,5.865,0.792,1608,6.7,0.20464,1.724
2612,ENVIRON TECHNOL,0959-3330,3083,1.606,1.36,0.108,316,9.2,0.00377,0.268
2613,ENVIRON TOXICOL,1520-4081,2409,2.708,2.387,0.494,79,7.3,0.00411,0.616
2614,ENVIRON TOXICOL CHEM,0730-7268,15165,2.618,2.991,0.608,339,8.5,0.02425,0.848
2615,ENVIRON TOXICOL PHAR,1382-6689,2244,2.005,1.975,0.213,169,5.8,0.00463,0.465
2616,ENVIRONMENT,0013-9157,611,1.375,2.019,0.176,17,8.3,0.00151,0.8
2617,ENVIRONMETRICS,1180-4009,1074,1.096,1.127,0.082,61,8.8,0.00324,0.599
2618,ENZYME MICROB TECH,0141-0229,10953,2.592,3.003,0.355,110,9.1,0.01185,0.704
2619,EPE J,0939-8368,62,0.128,0.222,0,12,,0.00016,0.078
2620,EPIDEMICS-NETH,1755-4365,179,2.261,2.311,0.333,24,2.6,0.00125,0.965
2621,EPIDEMIOL INFECT,0950-2688,6340,2.867,2.754,0.602,256,6.5,0.01682,0.938
2622,EPIDEMIOL MIKROBI IM,1210-7913,48,0.306,,,,,0.00014,
2623,EPIDEMIOL PREV,1120-9763,362,0.919,0.707,0.483,29,5.3,0.0007,0.151
2624,EPIDEMIOL PSYCH SCI,2045-7960,117,2.938,2.969,0.769,26,1.4,0.0003,0.539
2625,EPIDEMIOL REV,0193-936X,2913,9.269,19.051,3.071,14,8.6,0.00773,7.467
2626,EPIDEMIOLOGY,1044-3983,8979,5.738,6.241,2.125,88,7.9,0.02447,2.808
2627,EPIGENET CHROMATIN,1756-8935,305,4.19,4.176,1.105,19,2.6,0.00267,2.239
2628,EPIGENETICS-US,1559-2294,2289,4.92,4.881,0.773,150,2.4,0.01317,1.818
2629,EPIGENOMICS-UK,1750-1911,399,2.433,3.127,0.638,47,2.5,0.00241,1.162
2630,EPILEPSIA,0013-9580,19800,3.909,4.03,0.811,370,7.5,0.04121,1.208
