Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact factor,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
2303,NEUROIMMUNOMODULAT,1021-7401,1252,1.779,2.574,0.268,41,5.9,0.0026,0.643
2304,ZOOL J LINN SOC-LOND,0024-4082,3511,2.658,2.574,0.561,82,9.2,0.00725,0.939
2305,IEEE T KNOWL DATA EN,1041-4347,4642,1.815,2.573,0.316,212,7.3,0.01276,1.13
2306,J CHEM TECHNOL BIOT,0268-2575,7437,2.494,2.573,0.44,275,7.7,0.01097,0.595
2307,IEEE T HAPTICS,1939-1412,333,2.03,2.571,0.149,47,3.3,0.0013,0.615
2308,HEALTH ECON,1057-9230,4065,2.137,2.57,0.505,97,8,0.01219,1.345
2309,SCAND J PUBLIC HEALT,1403-4948,3012,3.125,2.57,0.197,117,5.3,0.0109,1.012
2310,J OVARIAN RES,1757-2215,347,2.03,2.569,0.333,93,3.1,0.00139,0.673
2311,MAR BIOL,0025-3162,16848,2.393,2.569,0.619,260,>10.0,0.01663,0.831
2312,J INSECT PHYSIOL,0022-1910,7578,2.5,2.567,0.593,145,>10.0,0.01235,0.738
2313,J MOL NEUROSCI,0895-8696,3536,2.757,2.566,0.551,256,4.6,0.0095,0.745
2314,ACTA ASTRONOM,0001-5237,1035,1.955,2.565,0.75,28,>10.0,0.00236,1.137
2315,IEEE T SYST MAN CY-S,2168-2216,3158,2.169,2.565,0.244,119,6.4,0.00681,0.712
2316,MED CLIN N AM,0025-7125,2343,2.804,2.565,0.357,70,8.2,0.00498,0.841
2317,REG ENVIRON CHANGE,1436-3798,905,2.26,2.564,0.526,114,3.1,0.00309,0.782
2318,INT GEOL REV,0020-6814,2688,2.628,2.563,0.345,113,9,0.00438,0.8
2319,RESPIROLOGY,1323-7799,3479,3.495,2.563,0.78,164,4.4,0.00969,0.697
2320,APIDOLOGIE,0044-8435,2703,1.538,2.562,0.274,73,9.1,0.00403,0.708
2321,ZEBRAFISH,1545-8547,640,1.772,2.562,0.6,60,4.5,0.00221,0.816
2322,BEILSTEIN J NANOTECH,2190-4286,557,2.326,2.562,0.346,107,2.2,0.00282,0.831
2323,J ARTHROPLASTY,0883-5403,8864,2.369,2.562,0.369,350,7.7,0.01629,0.756
2324,APPL GEOCHEM,0883-2927,8231,2.021,2.56,0.631,255,8.1,0.0167,0.87
2325,CANCER CHEMOTH PHARM,0344-5704,7809,2.571,2.56,0.726,318,6.1,0.01655,0.694
2326,PAIN MED,1526-2375,3208,2.243,2.557,0.487,197,4.3,0.0109,0.77
2327,EUR J CLIN MICROBIOL,0934-9723,6373,2.544,2.557,0.74,200,6,0.01626,0.818
2328,J PROCESS CONTR,0959-1524,3474,2.179,2.555,0.179,140,5.8,0.00778,0.678
2329,INT J TUBERC LUNG D,1027-3719,6930,2.756,2.555,0.58,257,6.1,0.01496,0.697
2330,PATHOLOGY,0031-3025,2232,2.62,2.554,0.635,74,6.1,0.00554,0.801
2331,METAB BRAIN DIS,0885-7490,1438,2.398,2.553,0.426,94,6.3,0.00287,0.673
2332,CARDIOVASC DRUG THER,0920-3206,1544,2.952,2.553,0.946,56,6.6,0.00288,0.68
2333,J REHABIL MED,1650-1977,3447,1.895,2.552,0.25,148,5.6,0.00891,0.731
2334,COMPR PSYCHIAT,0010-440X,4166,2.256,2.552,0.354,158,9.1,0.00615,0.692
2335,PEPTIDES,0196-9781,9944,2.614,2.552,0.482,251,7.1,0.01623,0.61
2336,LIMNOL OCEANOGR-METH,1541-5856,1499,1.681,2.551,0.333,54,5.5,0.00612,1.046
2337,J ANIM SCI,0021-8812,25061,1.92,2.551,0.439,602,>10.0,0.02286,0.564
2338,VISION RES,0042-6989,16530,2.381,2.551,0.485,167,>10.0,0.02293,1.033
2339,J HISTOCHEM CYTOCHEM,0022-1554,7367,2.403,2.549,0.31,84,>10.0,0.00674,0.797
2340,NEUROUROL URODYNAM,0733-2467,3555,2.458,2.549,0.52,98,5.8,0.00926,0.794
2341,INT J LEGAL MED,0937-9827,2736,2.597,2.549,0.462,143,6.1,0.00492,0.589
2342,IND ENG CHEM RES,0888-5885,43808,2.235,2.547,0.359,1910,7.1,0.07192,0.598
2343,RISK ANAL,0272-4332,5536,1.974,2.546,0.748,143,8.7,0.01097,0.949
2344,IEEE T CIRC SYST VID,1051-8215,5539,2.259,2.546,0.184,174,6.9,0.01609,1.106
2345,PHYTOCHEM ANALYSIS,0958-0344,2265,2.45,2.542,0.699,83,6.9,0.00355,0.561
2346,COMMUN NONLINEAR SCI,1007-5704,5800,2.569,2.541,0.815,303,3.2,0.02406,0.714
2347,ECOL MODEL,0304-3800,13456,2.326,2.54,0.509,328,7.8,0.02173,0.784
2348,J EXP MAR BIOL ECOL,0022-0981,14068,2.475,2.54,0.38,292,>10.0,0.0187,0.818
2349,CLIN ONCOL-UK,0936-6555,2304,2.826,2.54,1.099,81,5.8,0.0069,0.953
2350,LIFE SCI,0024-3205,19192,2.296,2.538,0.465,284,>10.0,0.0155,0.665
2351,LUPUS,0961-2033,5368,2.481,2.538,0.374,214,6.3,0.01165,0.702
2352,ACTA OPHTHALMOL,1755-375X,5591,2.512,2.538,0.552,210,7.7,0.01093,0.731
2353,INT REV NEUROBIOL,0074-7742,1933,2.457,2.537,0,72,6.4,0.00402,0.733
2354,AEROSOL AIR QUAL RES,1680-8584,1082,2.664,2.537,0.282,170,2.6,0.00256,0.419
2355,AUTOIMMUNITY,0891-6934,2209,2.754,2.537,0.627,67,6.1,0.00478,0.701
2356,REGION ANESTH PAIN M,1098-7339,2587,2.12,2.536,0.667,66,7,0.00496,0.682
2357,J PALEOLIMNOL,0921-2728,3601,2.139,2.536,0.393,89,8.5,0.00717,0.861
2358,ENVIRON GEOCHEM HLTH,0269-4042,1826,2.573,2.534,0.104,67,6.4,0.00385,0.674
2359,MOL CYTOGENET,1755-8166,381,2.662,2.534,0.145,55,2.9,0.00164,0.673
2360,CLIN CHEST MED,0272-5231,1911,2.168,2.533,0.185,65,7.9,0.00391,0.815
2361,CHEMOMETR INTELL LAB,0169-7439,5322,2.381,2.533,0.367,139,9.8,0.00668,0.643
2362,BIODEGRADATION,0923-9820,2585,2.492,2.533,0.543,70,6.7,0.00478,0.634
2363,APPL PHYSIOL NUTR ME,1715-5312,2208,2.225,2.531,0.306,160,4.5,0.00779,0.758
2364,PREV VET MED,0167-5877,4966,2.506,2.53,0.408,218,7.2,0.00805,0.6
2365,J AM SOC HYPERTENS,1933-1711,663,2.68,2.53,0.456,57,3.4,0.00315,0.812
2366,J CLIN PATHOL,0021-9746,10247,2.551,2.529,0.807,171,>10.0,0.01406,0.809
2367,CLIN CHEM LAB MED,1434-6621,6177,2.955,2.527,1.036,248,5.2,0.01235,0.576
2368,J PHYS D APPL PHYS,0022-3727,30453,2.521,2.526,0.638,957,6.6,0.07,0.809
2369,MAR ENVIRON RES,0141-1136,3758,2.328,2.525,0.35,123,9.2,0.00566,0.689
2370,SEISMOL RES LETT,0895-0695,1792,2.268,2.524,0.651,86,5.8,0.00742,1.305
2371,BIOL J LINN SOC,0024-4066,8243,2.535,2.523,0.411,209,9.3,0.01487,0.842
2372,FRONT COMPUT NEUROSC,1662-5188,689,2.233,2.52,0.531,177,2.5,0.00397,1.056
2373,CHANNELS,1933-6950,868,2.317,2.52,0.475,61,3.8,0.00414,0.901
2374,J SPACE WEATHER SPAC,2115-7251,87,2.519,2.519,0.6,30,,0.00022,0.486
2375,J URBAN HEALTH,1099-3460,2648,1.943,2.517,0.276,105,7.1,0.00627,0.923
2376,PROTEIN ENG DES SEL,1741-0126,5175,2.319,2.517,0.643,84,>10.0,0.00676,0.874
2377,NEURAL NETWORKS,0893-6080,6135,2.076,2.516,0.5,160,10,0.00901,0.783
2378,PLANTA MED,0032-0943,11459,2.339,2.516,0.329,207,>10.0,0.01171,0.538
2379,BRIT J GEN PRACT,0960-1643,4223,2.356,2.516,1.154,123,8.1,0.00702,0.766
2380,G3-GENES GENOM GENET,2160-1836,719,2.511,2.515,0.69,210,1.6,0.00411,1.082
2381,INT J PARASITOL-DRUG,2211-3207,95,2.514,2.514,0.316,19,,0.00064,1.098
2382,IEEE INTERNET COMPUT,1089-7801,1475,2,2.513,0.3,70,6.6,0.00465,1.065
2383,MED VET ENTOMOL,0269-283X,2890,2.333,2.512,0.74,50,>10.0,0.00379,0.753
2384,RECENT PAT ANTI-CANC,1574-8928,468,2.863,2.512,0.87,23,4.1,0.00137,0.676
2385,INT J EARTH SCI,1437-3254,3034,2.084,2.511,0.351,114,6.4,0.00803,0.87
2386,J CRIT CARE,0883-9441,2556,2.191,2.51,0.514,212,4,0.0093,0.831
2387,INT J NUMER METH ENG,0029-5981,12501,1.961,2.509,0.327,208,9.8,0.0301,1.287
2388,SEMIN PEDIATR SURG,1055-8586,956,1.937,2.508,0.176,34,6,0.00275,0.869
2389,BMC MED GENET,1471-2350,2540,2.45,2.508,0.281,128,4,0.0092,0.745
2390,J BIOACT COMPAT POL,0883-9115,973,2.5,2.507,0.444,45,5.3,0.00113,0.325
2391,EUR J CANCER PREV,0959-8278,2346,2.764,2.507,0.659,82,7.3,0.00467,0.737
2392,CELL REPROGRAM,2152-4971,478,2.345,2.506,0.466,58,2.7,0.00189,0.628
2393,HUM PSYCHOPHARM CLIN,0885-6222,2010,1.854,2.504,0.449,78,6.2,0.00397,0.629
2394,QJM-INT J MED,1460-2725,5377,2.461,2.504,0.6,100,>10.0,0.0065,0.761
2395,NEUROPHYSIOL CLIN,0987-7053,988,1.463,2.503,0.111,27,7.8,0.00188,0.753
2396,BIOCONTROL,1386-6141,1622,2.253,2.503,0.32,75,5.2,0.00512,0.813
2397,NEW BIOTECHNOL,1871-6784,1015,2.106,2.499,0.301,93,3.2,0.00424,0.641
2398,POWDER TECHNOL,0032-5910,12872,2.269,2.499,0.5,728,7.3,0.02017,0.548
2399,OPER RES,0030-364X,9178,1.5,2.498,0.115,96,>10.0,0.01648,1.728
2400,J FIELD ROBOT,1556-4959,865,1.88,2.498,0.357,42,5.2,0.00348,0.958
2401,CRIT CARE CLIN,0749-0704,1336,2.495,2.498,0.302,53,6.7,0.00309,0.774
2402,J EPIDEMIOL,0917-5040,1673,2.862,2.498,0.516,62,6.3,0.00405,0.768
2403,COLLOID SURFACE A,0927-7757,20478,2.354,2.494,0.395,640,7.2,0.02976,0.554
2404,ARCH WOMEN MENT HLTH,1434-1816,1357,1.955,2.492,0.361,61,6.1,0.00299,0.692
2405,COMMUNITY DENT ORAL,0301-5661,3586,1.944,2.491,0.391,64,>10.0,0.00451,0.778
2406,CONT SHELF RES,0278-4343,7161,2.115,2.491,0.679,246,8.6,0.01449,0.903
2407,ASTROBIOLOGY,1531-1074,1844,2.512,2.491,0.878,90,5.2,0.0064,0.978
2408,MICROB DRUG RESIST,1076-6294,1544,2.524,2.49,0.338,68,5.8,0.00421,0.816
2409,KNOWL INF SYST,0219-1377,1436,2.639,2.49,0.19,105,3.7,0.00447,0.661
2410,LEUKEMIA RES,0145-2126,5660,2.692,2.489,0.539,258,5.1,0.01524,0.735
2411,J OROFAC PAIN,1064-6655,1157,1.771,2.488,0.353,34,8.8,0.00217,0.77
2412,CANCER NURS,0162-220X,2543,1.931,2.488,0.416,89,8.1,0.00396,0.697
2413,AD HOC NETW,1570-8705,1812,1.943,2.488,0.222,189,4.8,0.00559,0.754
2414,CURR ONCOL REP,1523-3790,1099,2.868,2.488,0.284,67,4,0.00392,0.774
2415,CLIN BREAST CANCER,1526-8209,1380,2.628,2.487,0.606,71,5.2,0.00396,0.749
2416,J DEV BEHAV PEDIATR,0196-206X,2897,2.118,2.486,0.253,83,7.8,0.00547,0.803
2417,INT J ORAL MAX IMPL,0882-2786,6786,1.491,2.485,0.135,230,>10.0,0.00786,0.662
2418,ALCOHOL,0741-8329,2657,2.038,2.485,0.315,73,8.9,0.00438,0.717
2419,J INFLAMM-LOND,1476-9255,669,2.216,2.485,0.162,37,3.7,0.00283,0.821
2420,ECOL COMPLEX,1476-945X,771,2,2.484,0.556,45,3.8,0.00297,0.803
2421,CNS SPECTRUMS,1092-8529,1878,1.304,2.483,0.553,38,6.5,0.0041,0.75
2422,J MOL RECOGNIT,0952-3499,2063,2.337,2.483,0.419,74,7.3,0.00424,0.761
2423,MACROMOL CHEM PHYS,1022-1352,10081,2.451,2.483,0.682,289,9.9,0.01188,0.563
2424,ACAD EMERG MED,1069-6563,6284,2.198,2.481,0.42,174,7.3,0.01536,0.908
2425,VET J,1090-0233,5621,2.165,2.48,0.63,413,5,0.01431,0.646
2426,FOOD BIOPROD PROCESS,0960-3085,1377,2.285,2.48,0.167,84,4.7,0.00304,0.57
2427,PHYTOTHER RES,0951-418X,8865,2.397,2.48,0.476,271,6.8,0.01215,0.474
2428,INTEGR CANCER THER,1534-7354,934,2.014,2.479,0.396,48,5.7,0.00185,0.587
2429,CHEM BIOL DRUG DES,1747-0277,2392,2.507,2.479,0.715,158,3.6,0.0074,0.606
2430,HUM MOVEMENT SCI,0167-9457,2981,2.027,2.478,0.202,114,8.1,0.00508,0.727
2431,CLIN SPORT MED,0278-5919,1810,2.583,2.478,0.204,54,9,0.00334,0.86
2432,HUM IMMUNOL,0198-8859,4702,2.282,2.477,0.438,260,6.3,0.00966,0.662
2433,J PHOTOCH PHOTOBIO A,1010-6030,12930,2.291,2.475,0.423,234,9.1,0.01315,0.534
2434,B AM MATH SOC,0273-0979,3525,1.172,2.474,0.5,12,>10.0,0.00396,3.112
2435,BIOCHEM BIOPH RES CO,0006-291X,78253,2.281,2.474,0.412,1664,8.9,0.11923,0.755
2436,BASIC CLIN PHARMACOL,1742-7835,2966,2.294,2.474,0.56,116,5.3,0.00717,0.616
2437,VEG HIST ARCHAEOBOT,0939-6314,1379,2.061,2.473,0.703,37,6.6,0.00316,0.778
2438,ORAL DIS,1354-523X,2639,2.404,2.473,0.461,89,6,0.00611,0.702
2439,PULM PHARMACOL THER,1094-5539,1972,2.57,2.472,0.934,91,5.2,0.00486,0.67
2440,IEEE CIRC SYST MAG,1531-636X,466,1.7,2.471,0.333,15,6.7,0.00167,1.149
2441,APPL SURF SCI,0169-4332,38858,2.538,2.469,0.466,2133,5.5,0.0758,0.548
2442,CANCER EPIDEMIOL,1877-7821,1203,2.558,2.468,0.484,159,2.6,0.00547,0.728
2443,INT J CLIN PRACT,1368-5031,4500,2.538,2.467,0.685,168,5.3,0.01234,0.705
2444,SOC STUD SCI,0306-3127,1971,2.151,2.466,0.81,42,>10.0,0.00386,1.326
2445,IMMUNOGENETICS,0093-7711,3479,2.488,2.466,0.627,83,9.7,0.0044,0.712
2446,J ENVIRON SCI-CHINA,1001-0742,4774,1.922,2.465,0.141,297,4.7,0.01287,0.571
2447,MOL MEMBR BIOL,0968-7688,1295,1.729,2.464,0.343,35,7.5,0.00282,0.859
2448,J CLIN EXP NEUROPSYC,1380-3395,4848,2.158,2.464,0.115,96,>10.0,0.00627,0.77
2449,HOLZFORSCHUNG,0018-3830,3951,2.339,2.464,0.287,115,8.7,0.00389,0.403
2450,MULTIVAR BEHAV RES,0027-3171,3348,2.971,2.464,0.194,31,>10.0,0.00422,1.518
2451,J ADV NURS,0309-2402,11383,1.685,2.462,0.381,244,9.1,0.01423,0.673
2452,J PHYCOL,0022-3646,8239,2.529,2.462,0.578,109,>10.0,0.00925,0.749
2453,STOCH ENV RES RISK A,1436-3240,1653,2.673,2.462,0.336,149,4.3,0.00435,0.595
2454,J BIOCHEM,0021-924X,8633,3.073,2.462,0.555,119,>10.0,0.0117,0.854
2455,MOL BIOCHEM PARASIT,0166-6851,6853,2.243,2.461,0.411,73,>10.0,0.0084,0.807
2456,BEHAV PHARMACOL,0955-8810,2826,2.194,2.46,0.295,78,7.5,0.00495,0.697
2457,ULTRAMICROSCOPY,0304-3991,6553,2.745,2.46,0.668,205,7.6,0.01513,0.899
2458,BIOTROPICA,0006-3606,5281,2.082,2.459,0.432,88,>10.0,0.00674,0.825
2459,CURR OPIN ORGAN TRAN,1087-2418,1307,2.379,2.459,0.686,86,3.4,0.00614,0.762
2460,LEUKEMIA LYMPHOMA,1042-8194,6493,2.605,2.459,1.186,301,5.7,0.0162,0.782
2461,FUTURE GENER COMP SY,0167-739X,2231,2.639,2.459,0.624,186,4.3,0.00508,0.56
2462,J REHABIL RES DEV,0748-7711,3324,1.688,2.458,0.213,108,7.5,0.00659,0.774
2463,NUCL MED BIOL,0969-8051,3954,2.408,2.458,0.752,137,7.5,0.0065,0.634
2464,SENSORS-BASEL,1424-8220,9689,2.048,2.457,0.348,955,3.7,0.0319,0.575
2465,MAR ECOL-EVOL PERSP,0173-9565,1617,1.843,2.456,0.441,59,6.7,0.00377,0.797
2466,J ATHL TRAINING,1062-6050,2909,1.509,2.455,0.255,94,7.7,0.00462,0.713
2467,J PHARM PHARM SCI,1482-1826,1551,1.681,2.455,0.085,59,7.6,0.00198,0.556
2468,SUPERCOND SCI TECH,0953-2048,6174,2.796,2.455,0.595,269,5.3,0.01892,0.846
2469,EXPERT OPIN PHARMACO,1465-6566,3881,3.085,2.455,0.544,180,4.6,0.01157,0.694
2470,PANCREATOLOGY,1424-3903,1596,2.504,2.454,0.308,104,5.2,0.00475,0.799
2471,T ROY SOC TROP MED H,0035-9203,8411,1.931,2.453,0.294,126,>10.0,0.01065,0.769
2472,SURF COAT TECH,0257-8972,28489,2.199,2.453,0.246,1171,7.7,0.03778,0.572
2473,IEEE T BIO-MED ENG,0018-9294,13570,2.233,2.453,0.421,399,8.9,0.02313,0.767
2474,FIXED POINT THEORY A,1687-1812,2320,2.486,2.453,0.886,315,2.7,0.00502,0.417
2475,J TAIWAN INST CHEM E,1876-1070,1222,2.637,2.453,0.397,146,2.6,0.00353,0.447
2476,APPL VEG SCI,1402-2001,1355,2.416,2.452,0.794,63,6.2,0.00311,0.751
2477,PEDIATR OBES,2047-6310,206,2.419,2.452,0.839,62,1.3,0.00073,0.702
2478,J AM DENT ASSOC,0002-8177,5570,2.238,2.451,0.429,112,>10.0,0.00732,0.775
2479,TOXICOL PATHOL,0192-6233,3987,1.923,2.45,0.485,97,7.4,0.00545,0.632
2480,OBSTET GYNECOL SURV,0029-7828,1844,2.361,2.45,0.162,37,>10.0,0.00261,0.868
2481,AM MINERAL,0003-004X,15024,2.059,2.449,0.616,232,>10.0,0.01715,0.968
2482,J ACAD NUTR DIET,2212-2672,538,2.444,2.449,0.697,142,1.4,0.00182,0.61
2483,CONTEMP PHYS,0010-7514,1119,2.026,2.448,0.25,8,9.9,0.00201,1.253
2484,ATTEN PERCEPT PSYCHO,1943-3921,1856,2.152,2.448,0.323,158,3.2,0.01236,1.058
2485,FEMS MICROBIOL LETT,0378-1097,16743,2.723,2.448,1.367,79,>10.0,0.02038,0.778
2486,ANN PHARMACOTHER,1060-0280,6293,2.923,2.448,0.354,223,7.1,0.01243,0.722
2487,J CLIN HYPERTENS,1524-6175,1967,2.958,2.448,0.777,121,4,0.00615,0.704
2488,BIOORG MED CHEM LETT,0960-894X,36384,2.331,2.447,0.605,1290,5.8,0.06535,0.526
2489,J AGR SCI,0021-8596,3770,2.891,2.447,0.297,64,>10.0,0.00336,0.632
2490,J PALLIAT MED,1096-6218,3144,2.063,2.446,0.333,213,5.6,0.00932,0.821
2491,QUATERN INT,1040-6182,7312,2.128,2.446,0.953,555,4.8,0.01775,0.691
2492,J MED VIROL,0146-6615,8938,2.217,2.446,0.481,295,7.6,0.0161,0.675
2493,J STRUCT GEOL,0191-8141,7788,2.42,2.446,0.612,134,>10.0,0.00876,0.808
2494,INT BIODETER BIODEGR,0964-8305,4005,2.235,2.444,0.261,299,6.4,0.00664,0.542
2495,LIPIDS HEALTH DIS,1476-511X,2030,2.31,2.443,0.274,190,3,0.0063,0.555
2496,ANN APPL STAT,1932-6157,1224,1.689,2.442,0.202,99,4.1,0.0155,2.249
2497,ENERG J,0195-6574,1521,1.864,2.441,0.4,45,7.6,0.0041,1.214
2498,CLIN TRIALS,1740-7745,1240,1.944,2.441,0.351,94,5.2,0.00696,1.411
2499,QUANTUM INF PROCESS,1570-0755,1011,2.96,2.441,0.729,255,2.1,0.00331,0.732
2500,MEM AM MATH SOC,0065-9266,2069,1.782,2.44,0.296,27,>10.0,0.00841,3.564
2501,CLIN EXP RHEUMATOL,0392-856X,6201,2.973,2.44,0.475,244,6.2,0.01207,0.6
2502,REPROD BIOL ENDOCRIN,1477-7827,2734,2.409,2.439,0.222,117,4.8,0.00746,0.687
2503,CURR OPIN ANESTHESIO,0952-7907,1970,2.526,2.439,0.453,95,4.5,0.00664,0.73
2504,IEEE ROBOT AUTOM MAG,1070-9932,1195,2.319,2.437,0.237,38,7.1,0.0025,0.86
2505,J CARDIOVASC TRANSL,1937-5387,898,2.691,2.434,0.505,97,2.9,0.00477,0.819
2506,ONCOLOGY-NY,0890-9091,1885,2.981,2.434,1.097,62,8,0.004,0.858
2507,MOL VIS,1090-0535,5765,2.245,2.433,0.288,250,4.6,0.01601,0.605
2508,INT J IMPACT ENG,0734-743X,4313,2.01,2.432,0.392,120,8,0.00925,0.882
2509,COMMENT INORG CHEM,0260-3594,443,1.737,2.431,,,>10.0,0.00055,0.645
2510,CTS-CLIN TRANSL SCI,1752-8054,665,2.11,2.431,0.164,73,3.4,0.00414,0.927
2511,PEDIATR DIABETES,1399-543X,1941,2.129,2.431,0.571,77,4.7,0.00638,0.748
2512,CLIN VACCINE IMMUNOL,1556-6811,4582,2.37,2.43,0.462,251,3.9,0.0177,0.738
2513,CURR MED RES OPIN,0300-7995,5693,2.372,2.43,0.58,181,5.3,0.0159,0.703
2514,AM J RHINOL ALLERGY,1945-8924,3116,2.178,2.429,0.815,146,5.6,0.00546,0.506
2515,IEEE T SYST MAN CY C,1094-6977,2171,1.526,2.428,,0,6.2,0.00601,0.874
2516,MATER CHEM PHYS,0254-0584,19530,2.129,2.427,0.33,731,5.6,0.03821,0.544
2517,BIOMARKERS,1354-750X,1655,2.522,2.427,0.263,95,4.6,0.0045,0.648
2518,MECH DEVELOP,0925-4773,5741,2.238,2.426,0.736,53,>10.0,0.00546,1.149
2519,FOOD REV INT,8755-9129,989,2.541,2.426,0.238,21,>10.0,0.00092,0.585
2520,J RAMAN SPECTROSC,0377-0486,7779,2.519,2.425,0.562,258,6.5,0.0137,0.569
2521,INT J SPORTS MED,0172-4622,5915,2.374,2.424,0.526,152,9,0.00829,0.647
2522,NONLINEAR DYNAM,0924-090X,5603,2.419,2.424,0.482,407,3.9,0.01284,0.552
2523,PLATIN MET REV,0032-1400,799,2.294,2.422,0.3,20,>10.0,0.00097,0.647
2524,HPB,1365-182X,1791,2.05,2.421,0.518,137,4.1,0.00671,0.774
2525,INT J BIOMETEOROL,0020-7128,2550,2.104,2.421,0.535,86,8,0.00447,0.713
2526,THROMB RES,0049-3848,8010,2.427,2.42,0.38,297,6.2,0.0199,0.762
2527,J GENET GENOMICS,1673-8527,1128,2.924,2.42,0.482,56,4,0.00471,0.749
2528,J PLANKTON RES,0142-7873,6060,2.263,2.419,0.519,108,>10.0,0.00912,0.89
2529,J HUM HYPERTENS,0950-9240,3734,2.692,2.419,0.591,115,8,0.00694,0.786
2530,CLIN EEG NEUROSCI,1550-0594,569,3.157,2.419,0.324,37,3.9,0.00192,0.641
2531,J NEUROSURG-SPINE,1547-5654,3873,2.355,2.418,0.349,195,4.9,0.01344,0.839
2532,ANN CLIN PSYCHIATRY,1040-1237,944,2.525,2.418,0.219,32,7.6,0.00159,0.674
2533,INT J INFECT DIS,1201-9712,2991,2.33,2.417,0.359,231,4.1,0.0108,0.754
2534,ALPINE BOT,1664-2201,60,2.417,2.417,0.154,13,,0.00027,0.667
2535,CANCER GENET-NY,2210-7762,385,2.417,2.417,0.392,51,2.1,0.00192,0.758
2536,AQUAT MICROB ECOL,0948-3055,4042,1.901,2.416,0.171,70,9.3,0.00629,0.851
2537,ULTRASOUND MED BIOL,0301-5629,7532,2.099,2.416,0.381,247,8.1,0.01304,0.701
2538,J AVIAN BIOL,0908-8857,2697,2.235,2.416,0.306,72,8.2,0.00525,0.812
2539,GENE EXPRESSION,1052-2166,420,1.667,2.415,0,5,>10.0,0.00054,0.79
2540,RIVER RES APPL,1535-1459,2424,1.971,2.415,0.4,100,5.8,0.00672,0.794
2541,EVOL ECOL,0269-7653,3410,2.372,2.415,0.696,79,>10.0,0.00574,0.837
2542,DIABETES EDUCATOR,0145-7217,1626,1.919,2.414,0.132,68,6.5,0.00365,0.748
2543,J COMP PHYSIOL B,0174-1578,3412,2.53,2.414,0.6,90,9.1,0.006,0.738
2544,J NEUROSCI METH,0165-0270,12062,1.959,2.413,0.463,240,8,0.02488,0.83
2545,CLIN J SPORT MED,1050-642X,2832,2.012,2.413,0.493,75,7.7,0.0054,0.793
2546,EUR J HAEMATOL,0902-4441,3563,2.414,2.413,0.436,140,6.3,0.00887,0.78
2547,BMC MUSCULOSKEL DIS,1471-2474,4096,1.898,2.412,0.219,365,4.3,0.01557,0.794
2548,BIOCHEM CELL BIOL,0829-8211,2619,2.35,2.412,0.167,66,8.5,0.00512,0.881
2549,J HUM GENET,1434-5161,3063,2.526,2.411,0.481,129,5.5,0.00845,0.763
2550,SCAND J RHEUMATOL,0300-9742,2682,2.607,2.411,0.573,75,9.2,0.00449,0.757
2551,POLYM INT,0959-8103,6622,2.247,2.409,0.668,220,7.4,0.0088,0.504
2552,J MAGN RESON,1090-7807,10900,2.315,2.409,0.585,217,>10.0,0.01539,0.783
2553,N-S ARCH PHARMACOL,0028-1298,4705,2.36,2.409,0.643,98,>10.0,0.00587,0.619
2554,J ALLOY COMPD,0925-8388,45308,2.726,2.407,0.742,2341,4.7,0.10025,0.532
2555,MUSCLE NERVE,0148-639X,9651,2.311,2.406,0.646,257,9.6,0.01443,0.709
2556,J FLOW CHEM,2062-249X,84,2.406,2.406,0.3,20,,0.00041,0.763
2557,PSYCHOL SPORT EXERC,1469-0292,1755,1.768,2.405,0.353,102,5.5,0.00433,0.659
2558,INT J ENVIRON SCI TE,1735-1472,1263,1.794,2.403,0.257,136,4.3,0.00295,0.464
2559,PHARMACOL REP,1734-1140,2462,2.165,2.402,0.368,174,4.4,0.00579,0.502
2560,BMC PEDIATR,1471-2431,1857,1.918,2.401,0.195,215,3.8,0.00756,0.816
2561,CELL ONCOL,2211-3428,691,2.124,2.401,0.375,48,4.5,0.00213,0.719
2562,CYTOM PART B-CLIN CY,1552-4949,1085,2.283,2.401,0.964,55,4.9,0.00264,0.614
2563,CAN J ANESTH,0832-610X,4033,2.495,2.401,0.645,110,>10.0,0.00592,0.768
2564,J STRENGTH COND RES,1064-8011,8575,1.858,2.4,0.289,443,5.2,0.0162,0.481
2565,FOODBORNE PATHOG DIS,1535-3141,2583,2.092,2.399,0.331,157,3.9,0.00968,0.732
2566,J CHEM THERMODYN,0021-9614,7154,2.423,2.399,0.694,399,6.8,0.01147,0.541
2567,TRIALS,1745-6215,2332,2.117,2.398,0.2,436,3.1,0.01295,0.981
2568,CLIN OTOLARYNGOL,1749-4478,2310,2.268,2.398,0.5,34,>10.0,0.00311,0.762
2569,SOLID STATE IONICS,0167-2738,21499,2.112,2.397,0.457,280,>10.0,0.01822,0.593
2570,J FRANKLIN I,0016-0032,2546,2.26,2.396,0.254,197,4.4,0.00595,0.574
2571,SURG ONCOL,0960-7404,1196,2.367,2.396,0.511,45,5.6,0.00297,0.697
2572,INFLUENZA OTHER RESP,1750-2640,1165,1.895,2.395,0.525,219,2.6,0.0049,0.714
2573,PAEDIATR RESPIR REV,1526-0542,1016,2.217,2.395,0.54,50,6.3,0.00234,0.735
2574,PSYCHIAT GENET,0955-8829,1245,2.274,2.395,0.439,41,6.5,0.00269,0.705
